customer_id,tenure_days,mrr_brl,seats,logins_7d,logins_30d,feature_adoption,avg_session_min,api_calls_7d,days_since_last_login,tickets_30d,failed_pay_90d,nps_last,is_anomalous
C007887,717,3495.57,12,61,208,0.67,16.5,1474,2,0,0,4.2,0
C008546,311,10679.45,19,90,364,0.659,18.7,1999,0,0,0,10.0,0
C009005,168,20439.15,13,37,156,0.591,17.9,2113,4,1,0,9.4,0
C001191,284,4386.24,11,39,178,0.875,29.2,771,4,0,0,2.8,0
C006389,925,1897.15,12,58,197,0.644,20.8,670,13,0,0,8.6,0
C008877,1071,3032.84,13,45,197,0.723,14.5,1903,5,0,1,1.4,0
C008535,361,1907.46,19,104,363,0.872,10.6,1828,1,0,0,4.6,0
C002923,704,3653.8,10,58,209,0.809,21.6,270,1,0,0,5.7,0
C000150,330,5894.82,22,99,449,0.613,26.4,829,7,0,0,3.7,0
C002474,369,7104.88,20,117,399,0.854,27.2,498,6,0,0,3.9,0
C009615,69,7755.71,13,76,265,0.688,12.2,4550,0,0,0,6.7,0
C002928,635,6003.59,13,72,243,0.703,12.3,2058,3,1,0,6.7,0
C007384,249,1564.79,15,63,224,0.739,24.5,2097,1,2,0,4.9,0
C000168,268,4222.23,15,75,270,0.689,9.8,6357,3,0,0,6.2,0
C001916,413,1627.13,22,132,457,0.877,15.8,642,0,0,0,3.1,0
C007143,81,9094.67,19,70,281,0.932,31.4,1482,1,0,0,9.5,0
C005664,801,1585.77,9,45,163,0.85,21.4,1673,3,0,0,7.9,0
C003072,59,12064.88,14,87,297,0.828,24.1,779,2,0,0,3.1,0
C002151,382,5339.82,14,74,273,0.627,25.0,948,1,1,0,3.9,0
C008377,491,2874.02,18,84,341,0.378,15.2,2859,3,0,0,9.0,0
C002013,381,5518.45,17,72,323,0.683,22.1,422,3,1,0,3.1,0
C001585,128,14049.82,19,98,429,0.801,27.4,1082,6,0,0,7.8,0
C005387,1109,3996.73,16,76,293,0.916,15.1,1439,0,0,0,6.4,0
C000802,326,4197.35,13,63,227,0.395,20.4,503,2,0,0,10.0,0
C009070,627,13372.69,18,68,261,0.636,25.8,1153,4,1,0,2.1,0
C007998,287,3660.1,17,77,327,0.41,23.2,1042,2,0,0,8.3,0
C006540,877,3375.64,10,46,162,0.681,26.6,3972,5,0,0,4.4,0
C005969,242,5916.84,13,60,259,0.963,19.1,1073,1,0,0,7.1,0
C007403,827,3976.91,16,65,221,0.737,25.5,2390,9,0,1,6.3,0
C000743,127,2430.13,19,67,291,0.594,19.3,1333,1,1,1,8.4,0
C005806,473,17649.87,12,51,202,0.73,19.8,1030,2,1,0,5.0,0
A000861,343,13466.34,16,0,6,0.234,6.3,30,30,1,2,5.9,1
A000961,289,3968.49,13,12,92,0.173,5.9,107,4,1,2,8.6,1
C008646,615,3196.78,18,99,342,0.69,18.0,1014,5,1,0,1.8,0
C002987,294,11532.71,16,89,333,0.845,25.9,1661,3,0,0,6.0,0
C000634,360,2912.08,17,57,243,0.819,16.6,1615,3,0,0,2.7,0
A000163,386,15006.85,14,6,48,0.238,6.5,33,10,0,0,2.5,1
C006557,545,3170.51,13,41,165,0.95,18.4,5198,12,0,0,10.0,0
A000284,586,7985.95,17,10,119,0.253,6.8,394,6,1,1,2.3,1
C003906,387,9929.12,16,64,36,0.554,22.8,1187,23,1,0,6.8,0
C007574,752,4295.86,13,76,256,0.806,31.8,511,0,0,0,6.1,0
C001965,849,7843.6,21,100,365,0.472,28.3,1173,1,1,0,8.9,0
C006074,226,7857.72,12,43,169,0.727,32.5,1787,5,0,0,5.9,0
C000800,444,7780.51,16,77,324,0.607,17.2,658,4,0,0,4.5,0
C003413,688,6474.13,11,34,122,0.86,26.9,1594,0,1,0,6.3,0
C001886,189,7174.95,23,124,416,0.916,16.3,981,0,0,0,10.0,0
C009683,388,4466.89,14,73,259,0.753,20.6,838,5,0,0,10.0,0
C005594,760,7533.31,16,73,270,0.732,21.0,1393,0,1,0,7.6,0
C000716,622,10269.4,11,51,228,0.693,21.8,588,6,0,0,5.7,0
C007941,342,2385.44,15,78,271,0.848,18.5,2760,2,0,0,1.8,0
C001211,717,2923.24,18,74,324,0.909,26.5,2178,0,0,0,3.4,0
C005859,292,8272.3,18,61,260,0.87,27.1,354,19,0,0,5.1,0
C003458,308,18548.07,26,147,520,0.871,28.4,884,4,0,0,8.3,0
C007589,393,12483.72,20,103,367,0.784,22.7,462,2,1,0,7.8,0
C005991,638,2103.7,13,62,218,0.653,36.2,3172,4,0,0,3.1,0
C003843,621,12076.17,13,60,218,0.46,29.1,1438,4,0,0,7.0,0
C004886,563,1954.79,11,44,193,0.698,21.0,245,1,0,1,4.9,0
C004727,123,3523.64,17,111,387,0.825,22.4,562,1,1,1,2.0,0
C007873,829,1515.05,19,103,388,0.476,14.2,913,0,0,0,6.7,0
C009465,173,5948.28,10,44,191,0.682,26.2,5655,0,0,0,5.2,0
C004170,308,4709.02,22,128,533,0.775,17.6,2700,0,0,0,7.1,0
C001189,94,14161.56,15,76,260,0.734,27.7,1560,16,0,0,8.6,0
C008541,287,13775.42,11,42,160,0.607,16.7,1525,7,1,0,7.2,0
C004096,836,7046.24,13,62,271,0.439,23.2,2144,4,0,0,10.0,0
C006720,783,21358.95,12,57,249,0.758,25.1,1922,5,0,0,4.5,0
C005217,466,15729.11,16,61,233,0.764,14.5,651,5,0,0,7.0,0
C000587,71,1584.87,11,50,217,0.632,28.1,3175,0,0,0,6.4,0
C009356,256,5869.57,21,107,452,0.775,32.2,346,4,1,0,2.6,0
C004044,349,9549.35,17,69,290,0.713,21.7,573,1,0,1,5.0,0
C006075,631,4808.86,12,35,154,0.967,28.1,2210,6,0,0,2.0,0
C002320,384,4035.11,16,70,240,0.376,14.7,2323,0,0,0,4.2,0
A000596,539,8005.78,19,9,115,0.155,8.0,59,15,0,2,1.2,1
C002175,300,1123.28,14,62,281,0.902,23.5,3470,10,0,0,4.3,0
C004193,537,2929.15,22,112,389,0.63,25.6,9489,4,1,0,7.5,0
C009277,788,13458.66,22,97,402,0.931,16.0,1411,1,1,0,9.2,0
A000397,847,7753.63,19,6,82,0.233,3.9,92,25,0,1,3.8,1
C001741,909,10139.33,12,4,169,0.591,13.9,120,15,0,0,6.8,0
C003083,857,16806.79,19,55,218,0.843,27.2,2185,1,1,0,4.7,0
C009591,838,4382.56,16,70,298,0.86,22.2,2515,0,0,0,7.1,0
C005497,281,7312.76,21,87,334,0.836,28.6,1625,2,0,1,5.5,0
C005697,438,2321.51,14,70,257,0.656,14.7,1287,2,0,0,8.8,0
C001887,309,4627.47,16,87,339,0.75,20.4,311,8,0,0,0.0,0
C009309,175,1711.54,15,75,293,0.662,10.7,902,2,0,0,3.6,0
C000024,598,2971.92,15,52,235,0.871,24.4,578,1,0,0,5.1,0
C004171,141,5568.18,13,46,186,0.455,24.9,774,6,2,0,6.5,0
A000772,280,4226.14,15,6,102,0.653,4.2,130,2,3,1,2.5,1
C009313,192,728.33,10,30,109,0.725,20.9,368,16,0,2,5.3,0
C006430,376,1929.52,12,54,240,0.633,21.3,1248,0,0,1,6.7,0
C009682,182,20708.46,10,39,146,0.745,32.5,2268,1,1,0,2.7,0
C006131,863,2608.53,14,42,190,0.421,19.1,463,8,1,0,5.0,0
C007779,347,1981.01,10,52,201,0.659,27.1,4479,19,0,0,4.9,0
C007989,49,2214.63,22,94,357,0.955,19.6,811,0,0,0,1.3,0
C004875,30,1292.53,15,58,238,0.164,16.3,80,2,2,0,10.0,0
C009868,204,3848.24,14,53,230,0.761,25.5,281,4,0,0,9.8,0
C001428,562,37892.01,18,104,389,0.852,16.8,1426,1,1,0,3.0,0
C000790,696,24008.59,16,62,260,0.462,18.7,815,7,0,1,7.9,0
C009232,30,4056.43,20,86,376,0.66,22.5,295,8,0,0,8.5,0
C003586,362,5209.84,12,98,341,0.923,10.5,402,1,0,1,3.9,0
C001348,360,6188.59,10,38,175,0.99,23.8,1653,1,0,1,4.1,0
C006114,429,8079.59,11,45,180,0.575,23.5,889,14,0,0,2.5,0
C002129,140,8827.78,20,78,286,0.439,24.8,996,5,0,0,6.7,0
C005172,730,5458.08,8,30,130,0.97,28.2,808,2,0,0,8.3,0
C007628,896,14986.0,16,61,230,0.63,27.2,371,3,1,0,6.6,0
C008613,430,3478.73,10,44,195,0.728,22.4,1044,0,1,0,5.4,0
A000187,359,8974.4,12,12,91,0.721,5.3,153,19,0,0,7.4,1
C007641,266,7478.46,15,76,273,0.501,21.7,367,3,1,0,6.3,0
A000984,118,10355.23,7,4,63,0.48,3.7,57,6,0,0,3.8,1
C002961,1639,7016.59,15,57,215,0.799,18.9,1393,11,0,0,10.0,0
C005263,335,10427.23,13,62,265,0.554,21.3,607,10,2,0,5.0,0
C007297,166,4445.27,13,74,251,0.392,15.3,1715,4,1,0,5.6,0
C006984,83,2687.57,14,53,237,0.649,20.6,180,5,1,0,4.6,0
C001419,905,4305.14,16,46,200,0.546,22.1,2940,1,1,0,4.5,0
C002859,734,3947.73,15,67,260,0.753,15.3,590,6,0,0,4.9,0
C007445,692,1984.35,14,67,261,0.597,28.2,580,9,2,0,4.6,0
C000606,474,8789.71,12,43,165,0.534,26.8,526,1,0,0,2.3,0
C001958,759,5262.46,21,107,439,0.512,20.4,3639,14,0,0,10.0,0
C002253,349,10118.06,15,69,141,0.511,18.1,64,2,0,0,4.6,0
A000573,206,10843.85,18,7,122,0.196,3.5,350,12,1,1,4.4,1
A000501,361,4305.93,25,8,128,0.113,7.0,101,26,1,0,4.0,1
C000994,366,8979.53,14,80,290,0.782,14.9,396,0,0,1,9.8,0
C005801,167,12246.33,16,73,326,0.741,24.5,944,1,0,0,6.3,0
C005750,1110,3188.9,12,64,216,0.675,23.5,2719,0,0,0,6.4,0
C004078,128,2212.82,22,119,438,0.854,12.5,317,1,0,0,10.0,0
A000623,134,5587.34,12,77,73,0.92,5.0,35,1,0,1,3.6,1
C009571,630,8721.08,22,96,367,0.369,14.2,7027,0,0,0,7.0,0
C004982,185,11176.81,14,56,117,0.702,6.6,5392,2,1,0,3.3,0
C009405,49,4298.71,14,86,336,0.506,23.4,2984,3,0,1,2.4,0
C002679,427,1327.1,10,41,165,0.677,19.6,953,1,0,0,9.4,0
C006087,319,8715.12,24,95,361,0.776,26.4,775,4,1,0,4.6,0
A000929,87,4204.15,13,10,83,0.064,5.0,60,6,0,1,3.9,1
C003860,356,2461.84,14,75,262,0.518,28.3,965,1,1,0,6.8,0
C005467,373,26466.47,13,71,287,0.693,15.7,1073,1,0,0,0.0,0
C006509,183,8768.78,12,84,296,0.622,27.0,780,8,0,0,8.6,0
C004013,126,2829.61,17,89,300,0.912,33.4,1602,1,0,0,10.0,0
C009396,667,1205.84,14,66,256,0.914,25.1,580,4,0,0,2.4,0
C005205,220,2790.9,13,52,208,0.73,24.5,3974,5,0,1,8.3,0
C008890,350,2049.61,21,79,331,0.413,12.8,908,5,0,1,5.8,0
C007933,1702,9825.42,6,36,138,0.874,21.7,670,5,0,0,9.5,0
C007822,317,2511.03,13,65,259,0.828,22.0,1852,0,1,0,3.3,0
C003070,701,6789.09,21,122,413,0.732,27.3,1249,13,1,1,10.0,0
A000804,619,7070.15,14,6,49,0.243,4.6,318,16,0,1,2.7,1
C002649,220,997.01,12,69,246,0.77,22.8,1824,17,0,0,3.9,0
C001311,805,1560.49,11,54,190,0.901,26.9,305,5,0,0,2.7,0
C002466,462,4846.98,16,66,258,0.759,13.4,770,5,1,0,7.8,0
C008491,339,1921.08,15,82,309,0.521,22.3,890,6,0,0,10.0,0
C007845,306,2949.71,15,114,409,0.728,24.0,930,1,0,1,6.6,0
C005008,554,7968.59,11,46,188,0.871,21.8,2308,0,0,0,7.8,0
C002614,102,8152.94,18,103,367,0.715,24.3,329,0,0,0,7.1,0
C006264,415,2381.4,17,64,258,0.909,13.3,139,2,0,0,7.0,0
C007856,267,12637.16,17,82,359,0.424,15.0,2624,10,0,0,10.0,0
C005825,463,6986.09,18,86,340,0.686,24.4,323,7,0,0,5.8,0
C001316,350,1637.19,17,76,297,0.45,30.1,1279,1,1,0,7.6,0
C002184,1165,4194.22,9,30,125,0.714,12.4,725,2,0,0,8.2,0
C004741,604,2990.48,12,55,189,0.584,19.4,2324,12,0,0,7.1,0
C009285,203,2298.22,23,119,433,0.767,20.0,1232,0,2,0,8.5,0
C008779,492,3977.62,23,137,519,0.798,18.5,2224,5,0,0,7.8,0
C001340,300,6060.35,14,71,256,0.803,15.4,1083,1,0,0,7.3,0
C005063,654,2001.4,21,124,495,0.685,26.0,364,3,0,0,3.1,0
C000739,1039,3699.59,14,58,239,0.256,15.7,2687,0,1,0,10.0,0
C000966,415,19043.14,10,53,44,0.446,16.6,3801,7,0,0,1.6,0
C000253,64,2879.13,14,59,262,0.266,22.6,560,10,1,1,1.5,0
C000873,247,2300.36,11,58,201,0.768,20.3,1172,8,0,0,4.5,0
C006511,662,4481.65,14,52,232,0.572,19.8,949,3,0,0,4.7,0
C009762,221,5026.35,13,49,202,0.85,23.1,995,5,0,0,7.8,0
C004141,289,6263.71,16,58,219,0.835,19.8,520,5,0,0,2.8,0
A000358,884,14064.24,12,9,66,0.087,6.2,35,30,2,2,2.2,1
C005845,1117,4422.93,14,72,285,0.64,27.0,2116,0,0,0,6.1,0
C002453,218,10297.03,21,98,384,0.608,15.9,171,0,2,0,7.3,0
C002949,516,6818.11,18,89,337,0.358,25.6,5104,7,0,1,3.6,0
C008760,155,5745.92,14,45,196,0.919,21.1,737,1,0,0,4.3,0
C003371,385,2132.07,14,57,207,0.69,13.5,889,2,0,1,1.2,0
C006969,278,2108.31,16,74,300,0.4,25.6,435,4,0,0,8.0,0
C008264,198,6863.76,14,64,241,0.576,28.9,1678,8,0,0,9.1,0
C007738,262,1647.36,18,76,334,0.64,18.9,323,4,0,0,7.5,0
C006970,365,20493.2,18,61,278,0.768,29.8,1142,2,0,0,6.2,0
A000703,261,7823.8,16,26,182,0.51,4.6,157,12,0,2,6.2,1
A000781,429,2860.43,10,9,73,0.061,2.6,32,21,0,1,5.5,1
C000448,208,1214.5,8,44,180,0.643,18.7,3808,13,0,0,8.9,0
C007414,195,4556.15,9,8,144,0.496,20.3,1505,4,0,0,5.6,0
C000057,409,4262.36,14,69,303,0.851,23.7,1457,0,0,0,8.8,0
C005267,133,3496.61,17,85,308,0.558,15.2,1139,10,0,0,7.8,0
C000477,500,2909.92,17,81,343,0.796,25.0,1789,0,1,0,7.5,0
C002586,1261,2353.31,16,80,318,0.85,23.0,545,1,0,0,9.7,0
C005582,900,7376.4,14,65,280,0.662,20.8,680,2,0,0,2.6,0
C008880,572,4949.45,9,37,152,0.921,23.5,932,8,0,0,4.5,0
C004721,596,3559.59,20,111,440,0.705,20.6,1408,1,0,1,7.7,0
C005701,92,4679.8,16,91,314,0.942,28.6,807,3,0,0,7.8,0
C006524,452,5692.82,12,63,213,0.661,22.7,381,0,0,0,5.1,0
C009786,535,3122.21,21,83,355,0.909,14.0,962,2,0,1,10.0,0
C000751,484,4643.0,13,45,179,0.966,29.7,533,7,0,0,8.1,0
A000857,824,9284.39,14,4,72,0.131,4.9,18,7,0,1,1.5,1
C003939,276,1273.19,11,36,158,0.723,23.8,804,3,0,1,8.0,0
C000377,416,11235.77,13,63,214,0.673,27.9,510,14,0,0,7.5,0
C006152,238,1579.14,14,63,245,0.473,24.8,1809,4,0,0,8.2,0
C005640,98,4237.96,16,75,280,0.903,21.3,2019,0,0,0,6.7,0
C003132,369,12714.53,19,94,342,0.771,24.2,491,2,1,0,6.3,0
A000980,168,6719.57,17,7,71,0.495,5.2,23,2,0,0,2.7,1
A000257,128,3945.36,17,8,57,0.159,7.0,15,13,1,1,1.3,1
C009975,590,19773.96,16,80,278,0.508,21.1,227,1,0,0,3.8,0
C003795,167,5226.12,11,42,168,0.767,25.5,489,3,0,0,3.3,0
C006204,913,12825.86,14,57,211,0.65,20.8,2253,7,0,0,5.0,0
C004130,531,4817.08,13,50,178,0.686,16.0,24,0,0,0,4.3,0
C006334,279,4540.31,21,90,388,0.787,18.1,485,10,0,0,5.9,0
A000481,254,9606.18,17,10,108,0.409,8.0,603,2,1,2,3.6,1
C007051,568,9221.9,16,67,259,0.668,27.3,1960,1,0,0,5.4,0
C003167,826,4418.38,21,89,395,0.917,16.7,288,5,0,0,5.9,0
C007035,324,5912.1,12,54,212,0.927,16.5,2492,8,0,0,9.7,0
C008171,450,8351.02,11,64,216,0.511,19.4,657,2,0,0,5.1,0
C006245,302,5040.22,21,82,374,0.746,9.5,2217,1,0,0,7.4,0
C000228,356,6133.58,17,85,351,0.83,22.5,170,1,0,0,8.3,0
C004632,186,5447.42,19,76,279,0.709,20.3,2058,1,1,0,1.8,0
A000814,1038,1565.73,10,9,97,0.401,4.1,175,30,2,3,8.2,1
C001509,492,2497.33,19,107,406,0.616,22.0,689,6,2,1,7.6,0
C009839,883,2258.34,20,70,265,0.816,19.6,403,5,0,0,5.2,0
C009831,344,4311.51,11,51,194,0.693,17.0,5100,3,0,0,9.9,0
C001685,370,1730.26,15,87,347,0.672,21.2,1985,0,1,0,2.8,0
C000500,361,1517.68,12,40,166,0.78,20.8,1255,3,1,0,9.9,0
C007321,325,4269.68,11,40,169,0.902,20.7,709,5,0,0,5.2,0
C009935,716,4597.55,6,29,108,0.755,15.7,961,10,0,0,4.1,0
C001878,689,1114.85,16,66,238,0.45,20.6,1295,6,0,1,7.8,0
C002914,295,13444.61,18,87,299,0.687,22.1,2868,2,0,0,4.7,0
C000514,508,5408.34,13,53,203,0.794,30.8,1311,0,0,0,7.4,0
C004360,480,3073.2,16,61,231,0.266,18.5,379,0,0,0,4.5,0
C005873,196,3889.37,12,50,201,0.89,25.3,1826,2,0,0,3.8,0
C006673,158,3855.08,18,100,362,0.628,19.8,340,0,1,1,7.3,0
C002754,437,3992.93,17,62,279,0.676,25.9,316,2,1,0,6.4,0
C004657,433,10401.51,13,53,235,0.775,24.8,938,1,1,0,5.8,0
C000475,471,2466.08,10,56,190,0.614,26.5,2102,1,0,0,9.3,0
C005644,215,1994.25,14,77,268,0.305,27.5,1206,0,0,1,2.8,0
C002313,175,6600.29,20,101,384,0.831,19.3,1701,6,0,0,6.4,0
C008664,205,2059.2,9,3,173,0.659,15.9,272,5,0,0,8.1,0
C003081,595,981.67,13,61,254,0.827,23.1,421,10,1,0,10.0,0
C000481,275,1743.86,15,51,190,0.713,21.1,679,3,0,0,0.0,0
A000459,231,9183.5,14,10,99,0.428,8.0,108,2,0,0,8.2,1
C008608,260,2994.81,10,54,193,0.743,28.5,720,0,0,0,8.7,0
A000521,342,7241.6,13,9,92,0.397,7.5,16,6,2,1,3.6,1
C002454,492,3813.58,7,30,135,0.788,12.8,981,1,0,0,10.0,0
C007238,708,3211.49,11,65,252,0.882,21.8,830,10,0,0,7.4,0
C009282,453,2870.43,14,69,308,0.776,26.0,512,3,0,0,10.0,0
C006399,253,2746.11,10,45,168,0.629,20.3,472,4,1,1,9.4,0
C004049,618,10340.73,15,86,305,0.809,8.7,1276,0,0,1,9.1,0
C001350,159,2341.32,14,70,318,0.376,13.2,681,5,0,1,6.4,0
C008995,337,977.82,15,58,251,0.825,30.7,2575,4,0,0,6.8,0
C002499,233,3531.6,12,57,212,0.951,17.9,266,6,1,1,6.1,0
C010006,768,1592.3,13,48,221,0.703,24.6,329,1,0,0,6.4,0
C005841,255,3508.41,17,78,271,0.693,9.7,1521,4,0,0,10.0,0
C005035,85,6140.63,8,26,117,0.625,27.6,456,3,1,0,8.1,0
C001607,137,5507.52,14,71,244,0.762,23.4,1298,1,0,0,2.9,0
C004133,181,2323.49,9,58,196,0.888,26.4,2124,13,0,0,2.4,0
C009515,426,1435.54,11,54,209,0.882,21.6,767,0,0,0,0.5,0
C004068,583,5628.78,17,84,328,0.832,29.3,534,5,0,0,6.9,0
C001447,395,14942.5,10,29,131,0.727,24.5,524,9,0,0,9.8,0
C008936,592,3007.98,17,73,298,0.819,24.7,425,4,0,0,5.7,0
C001021,147,1120.19,21,67,262,0.84,11.4,2479,0,0,0,5.9,0
C000706,542,2873.16,16,69,264,0.865,25.4,2892,3,0,0,1.8,0
C009463,863,15039.01,11,63,244,0.486,24.9,4882,0,0,0,6.6,0
C001867,300,2464.37,11,56,190,0.718,26.4,1579,5,1,0,6.0,0
C007533,195,6011.47,12,39,178,0.566,19.5,1381,3,1,0,7.8,0
C002418,802,5515.93,14,58,213,0.837,13.8,1316,4,0,0,7.6,0
C002123,943,20997.12,17,65,263,0.679,31.2,1041,7,0,0,3.7,0
C008912,545,6146.17,18,83,350,0.622,27.1,1469,2,2,0,8.2,0
C001922,157,4587.6,21,96,350,0.826,23.8,1350,3,0,0,5.1,0
C004008,686,2443.23,15,70,243,0.849,20.0,646,6,0,0,8.3,0
C008236,186,4274.28,21,75,320,0.883,26.6,2988,1,0,0,6.2,0
C002508,674,4633.08,17,77,286,0.838,24.0,218,2,0,0,3.7,0
C001420,458,1743.95,8,39,143,0.729,25.8,953,2,0,0,5.9,0
C007961,846,7558.19,21,120,463,0.747,17.6,434,0,1,0,7.3,0
C006395,107,4792.22,13,80,309,0.769,13.4,1840,8,1,0,4.4,0
C002026,365,1161.85,11,45,202,0.681,21.0,1818,4,1,0,7.7,0
C000595,495,3844.46,9,49,165,0.45,26.5,761,0,0,0,10.0,0
C001559,247,6972.97,21,80,356,0.556,29.8,3028,4,0,0,3.9,0
C009417,369,9654.23,16,83,288,0.921,26.4,583,0,0,0,3.9,0
C004077,381,5500.32,13,71,262,0.351,21.6,2654,1,0,0,1.6,0
C008922,79,5621.62,15,65,256,0.502,15.9,887,5,0,0,7.8,0
C002059,172,3243.93,14,62,246,0.518,17.5,2944,0,1,0,6.4,0
C005285,206,8630.39,21,130,438,0.699,24.5,535,1,0,0,8.9,0
C003910,555,4867.37,15,52,214,0.847,14.9,2424,11,0,1,6.4,0
A000540,158,5134.59,15,7,279,0.106,7.1,14366,2,0,1,4.4,1
C005810,820,2018.4,14,69,260,0.816,26.7,657,2,0,0,6.0,0
C007572,461,3531.32,14,55,224,0.837,11.1,1379,0,0,0,4.7,0
A000726,121,6169.46,22,6,110,0.365,5.8,58,13,0,2,4.2,1
C005938,453,1873.31,7,30,127,0.946,22.8,187,0,0,0,8.4,0
C007643,48,3343.5,13,66,276,0.826,20.5,787,3,1,1,4.2,0
C003329,228,13723.68,13,41,183,0.643,15.9,921,6,1,0,4.2,0
C008682,984,3533.84,21,90,408,0.734,17.9,1442,6,0,0,4.6,0
C000293,326,1222.57,16,3,67,0.548,25.7,507,7,0,0,5.4,0
C003462,130,2744.06,17,61,217,0.601,20.4,1581,1,0,0,4.5,0
C004162,368,2368.96,13,55,209,0.875,14.9,210,1,1,0,5.6,0
C003388,157,4262.71,13,58,235,0.879,32.9,1139,4,0,0,5.1,0
C008450,390,2435.16,12,46,161,0.639,21.1,981,0,0,0,1.3,0
C002393,393,15079.35,17,75,288,0.679,32.4,2150,1,0,0,9.7,0
C004366,555,4498.88,22,84,344,0.838,10.9,1275,6,0,0,5.6,0
C001319,72,3937.51,13,77,317,0.693,5.8,472,5,0,0,4.9,0
A000401,798,2933.97,16,8,77,0.18,4.6,272,4,1,1,3.2,1
C003230,411,3053.1,15,67,270,0.7,15.7,1101,9,0,0,9.6,0
C004149,270,3988.55,21,139,477,0.742,11.4,828,1,0,0,9.9,0
C009119,328,5442.39,14,63,257,0.722,18.7,1538,18,1,0,7.8,0
C007904,394,3895.34,9,39,153,0.579,22.3,847,4,1,0,7.4,0
C005796,140,9428.56,13,49,209,0.864,15.7,339,1,0,0,3.4,0
C005015,740,2149.91,18,116,414,0.56,23.6,1247,0,0,0,9.1,0
C002752,409,5612.5,12,74,265,0.78,21.8,280,0,0,0,9.0,0
C005021,212,2278.5,18,71,275,0.703,25.8,354,14,0,1,3.0,0
C004630,516,5619.08,14,69,292,0.31,33.8,1898,1,0,0,6.5,0
C006659,359,10659.51,16,79,275,0.363,34.1,70,1,1,0,5.4,0
A000326,231,13393.04,13,96,90,0.545,4.1,2838,0,1,0,2.8,1
A000915,373,8239.5,16,7,54,0.362,6.3,20,2,0,1,2.1,1
C003541,244,2525.19,18,82,317,0.686,11.4,2248,2,0,1,3.2,0
C006525,334,5069.81,11,45,190,0.536,30.0,726,4,0,0,5.6,0
C007606,202,9666.25,21,136,466,0.52,26.5,4911,19,0,0,10.0,0
C000838,264,7394.7,17,60,253,0.826,14.5,2677,0,2,0,10.0,0
C006568,711,2100.8,16,61,226,0.63,34.8,1092,6,0,0,6.7,0
A000024,686,3154.63,13,2,23,0.329,6.3,179,20,0,0,2.3,1
C004964,53,3862.73,15,90,317,0.541,21.3,704,2,1,0,10.0,0
C009819,1078,7581.03,16,82,309,0.641,17.3,264,4,0,0,2.4,0
C007803,234,34816.35,13,57,211,0.362,21.2,543,1,0,0,6.4,0
C004346,125,8549.0,10,64,228,0.678,18.1,1174,6,0,0,5.2,0
C007935,389,18525.4,18,59,233,0.663,19.6,256,0,0,0,6.4,0
C004703,525,4538.56,7,30,130,0.828,15.4,185,4,1,0,8.8,0
C009271,593,2956.75,13,65,256,0.946,12.7,638,3,0,0,7.8,0
C006115,550,4231.18,12,43,189,0.855,16.2,1830,5,0,0,9.0,0
C000158,792,6688.03,15,68,276,0.892,24.2,1523,12,0,0,4.7,0
C007056,562,5552.28,10,41,168,0.83,32.3,2543,0,0,0,4.6,0
C005191,408,13071.0,18,59,258,0.627,22.7,867,0,0,0,1.8,0
C001442,411,2364.63,18,67,308,0.591,14.2,1970,3,0,1,8.4,0
C006132,833,14962.85,16,73,251,0.799,17.8,196,12,1,1,1.0,0
C008234,265,1733.55,14,67,260,0.517,18.0,750,2,0,0,7.2,0
A000456,258,4735.49,21,5,60,0.216,4.8,72,4,1,1,4.4,1
C007838,51,9582.85,14,72,289,0.722,10.7,1187,0,1,1,4.5,0
C009302,899,10486.99,16,66,284,0.865,23.5,2437,1,0,0,7.5,0
C002948,563,4643.65,16,73,273,0.67,25.2,518,2,0,0,10.0,0
C001964,818,3369.57,16,65,264,0.748,16.4,1459,4,1,0,1.9,0
C002484,715,17719.17,10,43,179,0.914,24.0,1464,3,0,0,1.8,0
C008205,270,4837.55,17,60,215,0.874,21.3,933,0,0,1,9.2,0
C002964,568,25949.35,18,59,259,0.875,31.0,1314,5,0,0,6.0,0
A000272,1094,5710.56,16,12,88,0.421,7.0,85,1,1,0,7.4,1
C007723,129,2736.38,18,83,294,0.772,20.6,1326,1,0,0,8.0,0
C008517,493,10502.93,14,57,256,0.78,19.8,389,7,0,2,8.4,0
C008785,757,6786.46,11,57,220,0.83,21.9,455,7,1,0,10.0,0
C007973,374,2729.61,9,32,118,0.501,19.8,1229,1,0,0,6.3,0
C001544,740,3264.52,18,58,259,0.54,30.1,5136,3,0,1,8.7,0
C009582,765,5876.95,15,78,298,0.863,22.8,559,0,2,1,3.6,0
C006793,292,2822.5,17,84,351,0.527,16.6,705,5,1,0,5.2,0
C002933,250,6876.79,19,90,310,0.561,10.7,587,5,0,0,10.0,0
C002518,209,11066.77,11,75,257,0.72,20.1,736,1,0,0,10.0,0
C008768,962,2592.9,19,101,442,0.549,22.7,1182,2,0,0,2.7,0
C008625,338,2851.9,15,101,340,0.814,16.2,2931,1,1,0,5.9,0
C000604,237,15396.98,12,41,154,0.366,29.3,406,4,0,0,5.3,0
C002957,547,5697.66,18,93,320,0.924,17.7,4836,5,1,0,3.9,0
A000673,541,8454.2,8,4,41,0.274,7.7,156,0,0,1,10.0,1
C000394,406,4201.53,15,56,223,0.523,21.0,1290,1,0,0,4.1,0
A000065,459,8418.71,9,3,22,0.402,3.8,19,5,1,1,5.2,1
C002620,650,4487.39,21,59,217,0.77,14.5,479,1,0,1,10.0,0
