order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,customer_state,faixa_valor,estrato,hour_of_day,day_of_week,day_of_month
cb54c9069dc123fa6cfca4b4cf94eb9c,1,credit_card,3,138.22,2017-05-29 17:01:47,PR,Q3,credit_card|Q3,17,0,29
ed01ce003df13cab401ba2ff57ea2542,1,credit_card,8,138.48,2017-11-06 18:20:00,SP,Q3,credit_card|Q3,18,0,6
4c7e4677d9f5435660f9dcb903e709fd,1,credit_card,6,142.08,2017-10-18 12:26:29,SP,Q3,credit_card|Q3,12,2,18
b132b4c680aad57c36a5686db90d88d5,1,credit_card,5,142.1,2017-08-26 16:00:55,SP,Q3,credit_card|Q3,16,5,26
3b3ab957f687956e4ee543009c1434a4,1,credit_card,2,142.9,2018-03-25 20:05:55,CE,Q3,credit_card|Q3,20,6,25
621d22173590d292319c7a2f72ce76f6,1,credit_card,4,146.12,2018-05-18 12:24:25,SP,Q3,credit_card|Q3,12,4,18
60774e7210a075fb221731434321e048,1,credit_card,2,148.69,2018-04-09 21:19:57,SP,Q3,credit_card|Q3,21,0,9
67ff89e045f61cd73790e9866d3dc6ea,1,credit_card,3,150.6,2018-04-26 13:51:23,SP,Q3,credit_card|Q3,13,3,26
df982d6b3644712f7d5070f053c8009a,1,credit_card,7,153.87,2018-05-04 23:45:36,RJ,Q3,credit_card|Q3,23,4,4
bba3165de0a4f708a3fd065a5365e508,1,credit_card,3,154.89,2017-08-29 20:15:51,SP,Q3,credit_card|Q3,20,1,29
283a7afd444a9a463b7bc938f0344f70,1,credit_card,3,155.63,2017-06-23 01:55:44,SP,Q3,credit_card|Q3,1,4,23
c6d5501e88e1bdffbc13792a7f4dadda,1,credit_card,2,156.3,2018-05-10 15:47:59,PR,Q3,credit_card|Q3,15,3,10
66fcdbc46a553ec1e80fc940b8f1bc15,1,credit_card,5,156.51,2017-11-14 20:08:14,SP,Q3,credit_card|Q3,20,1,14
311f353f6601e1f99c5ff9c14df0e774,1,credit_card,2,159.1,2018-03-20 16:38:01,SP,Q3,credit_card|Q3,16,1,20
c2dd3125d2c742a487adbbd0704b4775,1,credit_card,8,164.54,2017-09-16 14:24:39,SP,Q3,credit_card|Q3,14,5,16
841a1c15177c6184088d268bc0f263f4,1,credit_card,1,166.29,2018-02-25 09:01:17,MG,Q3,credit_card|Q3,9,6,25
72c81a6a9dcf354f87393c361caa13ce,1,credit_card,2,166.35,2018-07-20 15:56:15,SP,Q3,credit_card|Q3,15,4,20
adac885fef6aa7cf2ae87956f4eb74c6,1,credit_card,3,167.49,2018-02-04 17:11:52,BA,Q3,credit_card|Q3,17,6,4
3e9482fafca86df873bf05a9563578c2,1,credit_card,3,170.97,2018-02-23 16:19:13,BA,Q3,credit_card|Q3,16,4,23
2418c8d93a1fbcb830a7e000d82227eb,1,credit_card,4,171.61,2017-06-02 11:02:12,SP,Q3,credit_card|Q3,11,4,2
68ba0b1bfcbf8d877ba255499b0853cb,1,credit_card,6,172.43,2018-05-21 10:49:37,SP,Q4,credit_card|Q4,10,0,21
5fbf0b33d959fccab26b945f15707bd3,1,credit_card,1,174.56,2018-06-15 22:21:11,SP,Q4,credit_card|Q4,22,4,15
3d3742a96f24a8fe4e2e57628807e476,1,credit_card,6,175.41,2017-04-16 06:31:07,RJ,Q4,credit_card|Q4,6,6,16
89deea851a216c7ca2da994e5799c9b0,1,credit_card,7,176.74,2017-06-23 16:23:49,SP,Q4,credit_card|Q4,16,4,23
375c717fbe948f24044e81178cc38b0e,1,credit_card,10,177.54,2017-04-04 16:59:43,GO,Q4,credit_card|Q4,16,1,4
1ec2e1de3e116559a59ec5166697d334,1,credit_card,3,177.77,2017-03-07 14:13:42,SP,Q4,credit_card|Q4,14,1,7
883915e4c377d6f9192fad3ae5d4374c,1,credit_card,3,180.86,2018-08-17 10:28:31,SP,Q4,credit_card|Q4,10,4,17
0f2feb76d52c8e1be73daf8769a393e8,1,credit_card,3,184.91,2018-01-18 22:28:13,SP,Q4,credit_card|Q4,22,3,18
a2cb7138f0dbd806834e29cecfa9f454,1,credit_card,5,187.65,2018-01-04 23:20:29,BA,Q4,credit_card|Q4,23,3,4
755290851cd81ecf1413e13653ada744,1,credit_card,1,188.77,2018-05-01 17:12:58,MG,Q4,credit_card|Q4,17,1,1
282798d3d9e90c0c2c02697bdb07b839,1,credit_card,4,190.33,2017-05-25 18:50:08,MG,Q4,credit_card|Q4,18,3,25
a7507007d328f9469ed7384cbfc8f7a9,1,credit_card,7,191.58,2017-12-06 13:18:40,RJ,Q4,credit_card|Q4,13,2,6
f9f6e986125412f95569a18406c749f0,1,credit_card,10,196.26,2018-06-15 00:25:25,RJ,Q4,credit_card|Q4,0,4,15
46598fe507ad05a579c6109096a93e33,1,credit_card,10,196.72,2018-05-17 22:19:57,RJ,Q4,credit_card|Q4,22,3,17
5874c5a855871e35bc123b521d3d041a,1,credit_card,1,200.0,2018-06-08 20:27:44,MG,Q4,credit_card|Q4,20,4,8
59f20ac0aae46d0940018c589d3571f4,1,credit_card,4,203.42,2017-11-20 10:59:38,PE,Q4,credit_card|Q4,10,0,20
833e4c18609b9ca1d6c79b3b108fc19a,1,credit_card,1,206.74,2017-11-05 00:57:55,RJ,Q4,credit_card|Q4,0,6,5
4396b37f55a457b870dcd9137cf07e84,1,credit_card,2,209.14,2018-03-17 11:05:38,PR,Q4,credit_card|Q4,11,5,17
7dd1b130c9150c4343cfead610733da0,1,credit_card,8,218.04,2017-03-09 08:47:24,MG,Q4,credit_card|Q4,8,3,9
db811126381db2d82359d6872e2dacf4,1,credit_card,2,220.02,2017-10-16 18:42:21,SP,Q4,credit_card|Q4,18,0,16
cfe5649887c20d8a27d7a9a2302a9d9b,1,credit_card,4,221.86,2017-12-04 15:12:16,PE,Q4,credit_card|Q4,15,0,4
7250e10eca3d7f71a091ac5752d3228f,1,credit_card,1,221.96,2017-03-12 08:14:00,SE,Q4,credit_card|Q4,8,6,12
815870a80fd96370919e0d7d0d117412,1,credit_card,6,225.25,2018-08-12 12:22:40,RS,Q4,credit_card|Q4,12,6,12
b2ce866408709e3ba155f339e97b8405,1,credit_card,8,227.38,2018-05-04 00:12:31,RS,Q4,credit_card|Q4,0,4,4
d0e8691378e622e52c60c3302d78db21,1,credit_card,10,241.32,2017-05-11 16:50:48,MG,Q4,credit_card|Q4,16,3,11
b719566c82ba52d70bc1312f2cd80fdc,1,credit_card,1,245.89,2017-06-05 19:51:07,RJ,Q4,credit_card|Q4,19,0,5
4b4c7655aadab4cf1eb81eddf40afcaf,1,credit_card,2,249.08,2018-05-28 17:31:06,SP,Q4,credit_card|Q4,17,0,28
ef88a4803cc4e345dc4aa9634783bba6,1,credit_card,3,252.42,2017-08-24 16:00:28,BA,Q4,credit_card|Q4,16,3,24
7d10fbd6419baac0e13a8e73d3c69e38,1,credit_card,1,253.38,2018-05-08 17:11:22,MG,Q4,credit_card|Q4,17,1,8
d4483d3fe5bb19cb4dcfe5d9a0bd4604,1,credit_card,1,254.45,2018-07-28 13:12:23,SP,Q4,credit_card|Q4,13,5,28
38971812f1db9e4a30885e5574dcbe53,1,credit_card,3,259.98,2018-06-24 13:38:07,MG,Q4,credit_card|Q4,13,6,24
97e63289be97b0d9bfd3fad99000f662,1,credit_card,5,260.0,2017-02-05 23:49:25,DF,Q4,credit_card|Q4,23,6,5
e69ba661394e76586286fdc88fdfa5f4,1,credit_card,5,261.14,2018-04-25 23:17:10,RJ,Q4,credit_card|Q4,23,2,25
6ada1dc97a94d735582a110165f0a0c6,1,credit_card,2,268.19,2017-11-27 11:22:24,BA,Q4,credit_card|Q4,11,0,27
55c3e087340bf45947dd9df30b3808d3,1,credit_card,5,268.9,2018-08-20 23:20:11,RJ,Q4,credit_card|Q4,23,0,20
07f83d154c11676890dc6275328ba6c1,1,credit_card,6,269.93,2018-06-17 20:51:05,GO,Q4,credit_card|Q4,20,6,17
7e9c655f89ac314e5a2d5fe87c63df1d,1,credit_card,4,270.93,2018-07-16 23:18:33,SP,Q4,credit_card|Q4,23,0,16
05f4c59e4404655a57c7bb10ff944d3d,1,credit_card,3,279.24,2017-12-06 15:36:24,SP,Q4,credit_card|Q4,15,2,6
adf684f287283640cb375a2e8ada8c82,1,credit_card,4,294.42,2017-01-31 23:18:22,AL,Q4,credit_card|Q4,23,1,31
f2b250d8c9c73b5b3e16e64e8448c3d2,1,credit_card,8,299.74,2018-05-09 09:35:01,SP,Q4,credit_card|Q4,9,2,9
01e9feecd7fba975c1869a8fbbb38b65,1,credit_card,2,303.11,2017-03-28 20:44:07,SP,Q4,credit_card|Q4,20,1,28
6b57b46391a662adacf6841b5da8d084,1,credit_card,1,313.99,2018-05-29 23:14:39,SP,Q4,credit_card|Q4,23,1,29
ef09e0c5ee546ca303e96e3fe4c0c435,1,credit_card,8,320.89,2018-03-08 21:28:02,PR,Q4,credit_card|Q4,21,3,8
440e9f47085a2b746335a1dc25b8bba8,1,credit_card,3,332.7,2017-11-24 11:38:13,GO,Q4,credit_card|Q4,11,4,24
4d653190f205f16928ee12a80b571a8b,1,credit_card,8,352.55,2018-01-24 10:30:43,CE,Q4,credit_card|Q4,10,2,24
f5979d5f4e85e073bf3cdd17e94c79d0,1,credit_card,5,354.62,2017-11-18 16:05:19,RS,Q4,credit_card|Q4,16,5,18
3faf126d8a3b0684272791cd3c6cf3fe,1,credit_card,8,368.11,2018-02-25 14:13:44,SP,Q4,credit_card|Q4,14,6,25
2c61d0e37fba7aea7d8b7f27091be232,1,credit_card,2,377.09,2017-08-08 14:53:46,RJ,Q4,credit_card|Q4,14,1,8
25b0aadbfdbdc6fcc91820762f6aaf35,1,credit_card,10,387.77,2018-08-15 22:57:05,SC,Q4,credit_card|Q4,22,2,15
20c60f23d0f1231ad895fde039554666,1,credit_card,10,422.2,2017-07-15 18:44:39,RJ,Q4,credit_card|Q4,18,5,15
7b2e4fd6ffbeee707a1def1418eb57c6,1,credit_card,3,428.02,2017-11-15 19:54:47,SP,Q4,credit_card|Q4,19,2,15
727be733cb840c05e9fc14028a1892e2,1,credit_card,4,477.77,2018-07-01 18:42:22,PE,Q4,credit_card|Q4,18,6,1
658bea3a595af733d395a91ed9714160,1,credit_card,2,501.44,2017-11-23 17:28:29,DF,Q4,credit_card|Q4,17,3,23
765077a5aa4353d785afcdccc40cbfd9,1,credit_card,7,514.41,2018-05-04 14:46:10,SP,Q4,credit_card|Q4,14,4,4
10ccb4dc0cc0d605b71afdcf4584128e,1,credit_card,10,523.98,2018-01-19 14:06:44,SP,Q4,credit_card|Q4,14,4,19
15341b05d64b1a27163a196767a80afe,1,credit_card,10,606.08,2018-03-24 11:41:24,GO,Q4,credit_card|Q4,11,5,24
4ffd41fadb59bd398d869be78f1b2be3,1,credit_card,1,789.55,2018-03-26 09:37:59,SP,Q4,credit_card|Q4,9,0,26
bd751ddcab3b8972d79a87e9cb5df8f4,1,credit_card,10,836.02,2017-04-06 11:53:43,MT,Q4,credit_card|Q4,11,3,6
309a6726656b1ace9925bb760fc46b81,1,credit_card,10,913.7,2017-09-03 22:14:32,MS,Q4,credit_card|Q4,22,6,3
3f64a17e87d0fed4d084e352409882ba,1,credit_card,10,1312.67,2018-08-26 07:38:38,RJ,Q4,credit_card|Q4,7,6,26
bd9d0b4bd72874264d4f1467b4d51323,1,debit_card,1,35.55,2018-02-10 15:02:24,SP,Q1,debit_card|Q1,15,5,10
d70611b8e23ca3e2ad56889d3144c086,1,debit_card,1,71.62,2018-01-19 09:50:58,SP,Q2,debit_card|Q2,9,4,19
e17ed9c20d79f29256a4a514e8d07230,2,debit_card,1,118.43,2018-04-21 19:02:39,SP,Q3,debit_card|Q3,19,5,21
678ec27e8a4c8d92384bd0834f21b308,1,debit_card,1,184.8,2018-08-14 20:59:19,SP,Q4,debit_card|Q4,20,1,14
9327c73b786466a6815c3d5a7785bbe0,4,voucher,1,8.88,2017-05-22 22:46:42,RJ,Q1,voucher|Q1,22,0,22
1be51feefcd481bee3118900e6777057,6,voucher,1,10.05,2017-05-17 21:06:56,SP,Q1,voucher|Q1,21,2,17
895ab968e7bb0d5659d16cd74cd1650c,14,voucher,1,16.7,2017-08-08 20:26:31,SP,Q1,voucher|Q1,20,1,8
0c3e2dc4a3eeb282bd4df0b620dcff6d,2,voucher,1,16.78,2018-01-15 10:04:39,SP,Q1,voucher|Q1,10,0,15
d2e18fcf7ecfd667af457a9e7034c86a,10,voucher,1,20.45,2017-02-24 13:09:32,BA,Q1,voucher|Q1,13,4,24
c6492b842ac190db807c15aff21a7dd6,4,voucher,1,23.15,2017-03-09 23:39:26,SP,Q1,voucher|Q1,23,3,9
487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30.0,2017-03-21 08:50:00,PR,Q1,voucher|Q1,8,1,21
d3320c7579b87d355511ba06b4d18aa4,1,voucher,1,30.89,2018-03-19 12:19:26,MS,Q1,voucher|Q1,12,0,19
d395475d71e6042e654407cef55e3c47,1,voucher,1,34.27,2018-01-23 15:52:37,MG,Q1,voucher|Q1,15,1,23
a7b5e82b294d8eac1109824b0194abb9,3,voucher,1,36.81,2017-06-25 11:42:38,SP,Q1,voucher|Q1,11,6,25
c72ab77b36e73ef2e5f95a0c2f9fa739,1,voucher,1,48.21,2018-07-30 14:56:43,MG,Q1,voucher|Q1,14,0,30
11fa0235decc84fa20b516ab7eec74ec,2,voucher,1,76.36,2018-01-14 00:09:22,SP,Q2,voucher|Q2,0,6,14
f26be57b128ad749636740a15bf6752c,1,voucher,1,98.48,2017-09-08 10:06:40,RJ,Q2,voucher|Q2,10,4,8
b60e330e00299aeeafa976b885447190,2,voucher,1,100.0,2017-02-04 10:11:24,SP,Q2,voucher|Q2,10,5,4
6f14ef9e1c67a1ca8e572a477c1b58b1,2,voucher,1,150.08,2017-07-18 14:32:15,SC,Q3,voucher|Q3,14,1,18
ad7d7321653c0e39e1563ff97f273341,1,voucher,1,167.29,2017-07-16 11:58:10,PR,Q3,voucher|Q3,11,6,16
858d458b39082890e96fbb1fed8c2a52,3,voucher,1,252.97,2017-09-06 16:10:51,SP,Q4,voucher|Q4,16,2,6
