days_since_last,features_used_30d,mrr,evento_cancelamento,evento_downgrade,evento_sessao,event,risk_regra,churn
7.0,2.0,2043.25,0.0,0.0,1.0,Session Started,0.343,0
9.0,2.0,3154.81,0.0,0.0,1.0,Session Started,0.39,1
3.0,1.0,5526.65,0.0,0.0,1.0,Session Started,0.31,0
2.0,2.0,1770.44,0.0,0.0,1.0,Session Started,0.227,0
5.0,2.0,11207.44,0.0,0.0,1.0,Session Started,0.297,0
4.0,2.0,2177.56,0.0,0.0,1.0,Session Started,0.273,1
3.0,1.0,633.86,0.0,0.0,1.0,Session Started,0.31,0
4.0,2.0,1153.25,0.0,0.0,1.0,Session Started,0.273,1
10.0,2.0,1341.85,0.0,0.0,1.0,Session Started,0.413,0
3.0,2.0,2903.59,0.0,0.0,1.0,Session Started,0.25,0
1.0,6.0,847.42,0.0,0.0,1.0,Session Started,0.023,0
3.0,6.0,1424.56,0.0,0.0,1.0,Session Started,0.07,0
3.0,1.0,1589.49,0.0,0.0,1.0,Session Started,0.31,1
1.0,2.0,1263.33,0.0,0.0,1.0,Session Started,0.203,0
1.0,2.0,3460.38,0.0,0.0,1.0,Session Started,0.203,1
7.0,16.0,3020.14,0.0,0.0,1.0,Session Started,0.163,0
2.0,1.0,4597.43,0.0,0.0,1.0,Session Started,0.287,1
11.0,1.0,1387.39,0.0,0.0,1.0,Session Started,0.497,0
2.0,2.0,4731.62,0.0,0.0,1.0,Session Started,0.227,0
1.0,1.0,607.17,0.0,0.0,1.0,Session Started,0.263,1
7.0,2.0,595.44,0.0,0.0,1.0,Session Started,0.343,0
9.0,2.0,684.68,0.0,0.0,1.0,Session Started,0.39,0
2.0,1.0,1821.42,0.0,0.0,1.0,Session Started,0.287,1
1.0,2.0,4731.05,0.0,0.0,1.0,Session Started,0.203,1
1.0,7.0,1116.87,0.0,0.0,1.0,Session Started,0.023,0
3.0,4.0,1234.78,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,2.0,1521.09,0.0,0.0,1.0,Session Started,0.25,0
2.0,1.0,2859.1,0.0,0.0,1.0,Session Started,0.287,0
0.0,1.0,1233.86,0.0,0.0,1.0,Session Started,0.24,0
3.0,7.0,1180.0,0.0,0.0,1.0,Session Started,0.07,1
12.0,3.0,616.27,0.0,0.0,1.0,Session Started,0.4,1
6.0,2.0,1144.39,0.0,0.0,1.0,Session Started,0.32,0
3.0,7.0,4637.68,0.0,0.0,1.0,Session Started,0.07,0
1.0,1.0,1944.46,0.0,0.0,1.0,Session Started,0.263,0
2.0,2.0,1000.36,0.0,0.0,1.0,Session Started,0.227,0
2.0,1.0,4860.59,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,1132.1,0.0,0.0,1.0,Session Started,0.427,0
9.0,2.0,5630.56,0.0,0.0,1.0,Session Started,0.39,1
9.0,2.0,5557.4,0.0,0.0,1.0,Session Started,0.39,0
14.0,9.0,1890.9,0.0,0.0,1.0,Session Started,0.327,1
14.0,1.0,545.2,0.0,0.0,1.0,Session Started,0.567,0
11.0,5.0,11289.19,0.0,0.0,1.0,Session Started,0.257,0
0.0,3.0,2464.69,0.0,0.0,1.0,Session Started,0.12,0
1.0,2.0,1395.34,0.0,0.0,1.0,Session Started,0.203,0
2.0,8.0,3885.09,0.0,0.0,1.0,Session Started,0.047,0
4.0,2.0,3171.13,0.0,0.0,1.0,Session Started,0.273,0
1.0,2.0,5160.3,0.0,0.0,1.0,Session Started,0.203,0
8.0,1.0,1064.35,0.0,0.0,1.0,Session Started,0.427,0
5.0,1.0,2332.69,0.0,0.0,1.0,Session Started,0.357,1
4.0,7.0,700.16,0.0,0.0,1.0,Session Started,0.093,0
1.0,2.0,3081.18,0.0,0.0,1.0,Session Started,0.203,1
2.0,2.0,1775.16,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
1.0,1.0,2263.82,0.0,0.0,1.0,Session Started,0.263,0
8.0,2.0,1608.28,0.0,0.0,1.0,Session Started,0.367,1
4.0,3.0,1479.13,0.0,0.0,1.0,Session Started,0.213,0
7.0,1.0,902.72,0.0,0.0,1.0,Session Started,0.403,0
2.0,3.0,3402.77,0.0,0.0,1.0,Session Started,0.167,0
3.0,2.0,5953.67,0.0,0.0,1.0,Session Started,0.25,0
3.0,4.0,1158.25,0.0,0.0,1.0,Session Started,0.13,1
8.0,1.0,2815.32,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,2554.85,0.0,0.0,1.0,Session Started,0.367,0
1.0,1.0,1819.79,0.0,0.0,1.0,Session Started,0.263,0
10.0,2.0,533.11,0.0,0.0,1.0,Session Started,0.413,0
1.0,3.0,638.24,0.0,0.0,1.0,Session Started,0.143,0
9.0,2.0,967.98,0.0,0.0,1.0,Session Started,0.39,0
1.0,1.0,326.62,0.0,0.0,1.0,Session Started,0.263,0
2.0,6.0,5577.1,0.0,0.0,1.0,Session Started,0.047,0
8.0,1.0,2426.4,0.0,0.0,1.0,Session Started,0.427,0
1.0,2.0,1765.22,0.0,0.0,1.0,Session Started,0.203,1
3.0,14.0,313.5,0.0,0.0,1.0,Session Started,0.07,0
3.0,2.0,420.27,0.0,0.0,1.0,Session Started,0.25,0
2.0,4.0,1804.66,0.0,0.0,1.0,Session Started,0.107,0
7.0,2.0,8746.35,0.0,0.0,1.0,Session Started,0.343,0
8.0,4.0,1033.89,0.0,0.0,1.0,Session Started,0.247,0
9.0,2.0,3608.47,0.0,0.0,1.0,Session Started,0.39,0
2.0,2.0,1231.61,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,1.0,1889.73,0.0,0.0,1.0,Session Started,0.333,1
2.0,3.0,4777.86,0.0,0.0,1.0,Session Started,0.167,1
2.0,1.0,1370.92,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
1.0,13.0,1040.98,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
10.0,1.0,5622.08,0.0,0.0,1.0,Session Started,0.473,1
9.0,1.0,1875.15,0.0,0.0,1.0,Session Started,0.45,0
8.0,6.0,4328.45,0.0,0.0,1.0,Session Started,0.187,0
3.0,1.0,1045.03,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,2.0,5571.05,0.0,0.0,1.0,Session Started,0.25,1
4.0,3.0,2250.49,0.0,0.0,1.0,Session Started,0.213,0
4.0,1.0,2560.17,0.0,0.0,1.0,Session Started,0.333,1
3.0,1.0,2008.82,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
1.0,2.0,1206.67,0.0,0.0,1.0,Session Started,0.203,0
1.0,1.0,1805.61,0.0,0.0,1.0,Session Started,0.263,0
11.0,1.0,1268.93,0.0,0.0,1.0,Session Started,0.497,0
3.0,1.0,3895.73,0.0,0.0,1.0,Session Started,0.31,0
11.0,2.0,1536.95,0.0,0.0,1.0,Session Started,0.437,0
1.0,1.0,546.1,0.0,0.0,1.0,Session Started,0.263,1
4.0,1.0,471.76,0.0,0.0,1.0,Session Started,0.333,1
1.0,2.0,454.24,0.0,0.0,1.0,Session Started,0.203,0
2.0,2.0,2964.24,0.0,0.0,1.0,Session Started,0.227,0
0.0,1.0,719.67,0.0,0.0,1.0,Session Started,0.24,1
1.0,1.0,2298.63,0.0,0.0,1.0,Session Started,0.263,0
10.0,7.0,2016.78,0.0,0.0,1.0,Session Started,0.233,0
2.0,2.0,1716.83,0.0,1.0,0.0,Downgrade Clicked,0.75,0
5.0,2.0,2567.59,0.0,0.0,1.0,Session Started,0.297,1
3.0,2.0,2052.15,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,1.0,206.9,0.0,0.0,1.0,Session Started,0.31,1
4.0,5.0,1395.63,0.0,0.0,1.0,Session Started,0.093,0
1.0,8.0,2540.41,0.0,0.0,1.0,Session Started,0.023,0
15.0,8.0,6715.85,0.0,0.0,1.0,Session Started,0.35,0
8.0,1.0,6968.58,0.0,0.0,1.0,Session Started,0.427,1
7.0,1.0,607.58,0.0,0.0,1.0,Session Started,0.403,1
3.0,1.0,1366.79,0.0,0.0,1.0,Session Started,0.31,0
1.0,1.0,516.52,0.0,0.0,1.0,Session Started,0.263,0
10.0,2.0,6099.17,0.0,0.0,1.0,Session Started,0.413,1
2.0,2.0,4065.47,0.0,0.0,1.0,Session Started,0.227,1
0.0,1.0,2393.4,0.0,0.0,1.0,Session Started,0.24,0
2.0,8.0,2064.98,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,5456.18,0.0,0.0,1.0,Session Started,0.427,0
5.0,1.0,4765.03,0.0,0.0,1.0,Session Started,0.357,0
7.0,6.0,4566.2,0.0,0.0,1.0,Session Started,0.163,0
8.0,3.0,2605.41,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,2.0,1367.33,0.0,0.0,1.0,Session Started,0.227,0
10.0,2.0,3339.91,0.0,0.0,1.0,Session Started,0.413,1
3.0,1.0,3473.21,0.0,0.0,1.0,Session Started,0.31,0
5.0,1.0,1552.3,0.0,0.0,1.0,Session Started,0.357,1
0.0,2.0,1365.12,0.0,0.0,1.0,Session Started,0.18,0
16.0,2.0,4476.74,0.0,0.0,1.0,Session Started,0.553,1
2.0,2.0,6845.13,0.0,0.0,1.0,Session Started,0.227,0
0.0,1.0,992.75,0.0,0.0,1.0,Session Started,0.24,1
3.0,2.0,1464.54,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,3.0,2394.06,0.0,0.0,1.0,Session Started,0.143,0
1.0,1.0,2668.52,0.0,0.0,1.0,Session Started,0.263,1
5.0,1.0,1190.47,0.0,0.0,1.0,Session Started,0.357,0
3.0,2.0,8158.51,0.0,0.0,1.0,Session Started,0.25,1
10.0,4.0,2534.31,0.0,0.0,1.0,Session Started,0.293,0
2.0,2.0,2765.86,0.0,0.0,1.0,Session Started,0.227,0
7.0,2.0,7384.27,0.0,0.0,1.0,Session Started,0.343,0
3.0,2.0,1262.38,0.0,0.0,1.0,Session Started,0.25,0
6.0,1.0,1684.55,0.0,0.0,1.0,Session Started,0.38,0
4.0,2.0,663.38,0.0,0.0,1.0,Session Started,0.273,0
3.0,1.0,1575.17,0.0,0.0,1.0,Session Started,0.31,0
11.0,3.0,549.42,0.0,0.0,1.0,Session Started,0.377,0
2.0,1.0,3288.8,0.0,0.0,1.0,Session Started,0.287,1
1.0,1.0,2530.06,0.0,0.0,1.0,Session Started,0.263,0
7.0,2.0,1448.59,0.0,0.0,1.0,Session Started,0.343,1
8.0,2.0,1668.47,0.0,0.0,1.0,Session Started,0.367,1
0.0,2.0,3324.83,0.0,0.0,1.0,Session Started,0.18,0
3.0,2.0,728.77,0.0,1.0,0.0,Downgrade Clicked,0.75,0
9.0,8.0,2128.84,0.0,0.0,1.0,Session Started,0.21,0
7.0,5.0,3164.05,0.0,0.0,1.0,Session Started,0.163,0
15.0,7.0,434.49,0.0,0.0,1.0,Session Started,0.35,1
4.0,2.0,3127.38,0.0,0.0,1.0,Session Started,0.273,1
6.0,2.0,473.78,0.0,0.0,1.0,Session Started,0.32,0
2.0,2.0,1645.71,0.0,0.0,1.0,Session Started,0.227,0
11.0,2.0,712.86,0.0,0.0,1.0,Session Started,0.437,0
3.0,1.0,5681.65,0.0,0.0,1.0,Session Started,0.31,0
7.0,2.0,716.45,0.0,0.0,1.0,Session Started,0.343,1
3.0,1.0,482.92,0.0,0.0,1.0,Session Started,0.31,0
4.0,1.0,2011.59,0.0,1.0,0.0,Downgrade Clicked,0.75,0
7.0,6.0,1298.59,0.0,0.0,1.0,Session Started,0.163,1
3.0,1.0,542.57,0.0,0.0,1.0,Session Started,0.31,0
9.0,2.0,2753.57,0.0,0.0,1.0,Session Started,0.39,1
3.0,2.0,367.53,0.0,0.0,1.0,Session Started,0.25,0
5.0,1.0,789.19,0.0,0.0,1.0,Session Started,0.357,1
2.0,7.0,1141.19,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,1.0,3435.02,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,7.0,5096.83,0.0,0.0,1.0,Session Started,0.07,0
1.0,3.0,4368.72,0.0,0.0,1.0,Session Started,0.143,0
0.0,1.0,1599.4,0.0,0.0,1.0,Session Started,0.24,0
6.0,1.0,259.34,0.0,0.0,1.0,Session Started,0.38,1
6.0,1.0,2471.75,0.0,0.0,1.0,Session Started,0.38,1
6.0,2.0,5863.25,0.0,0.0,1.0,Session Started,0.32,1
0.0,1.0,4851.45,0.0,0.0,1.0,Session Started,0.24,1
2.0,16.0,2618.51,0.0,0.0,1.0,Session Started,0.047,0
1.0,1.0,698.12,0.0,0.0,1.0,Session Started,0.263,0
8.0,5.0,1187.68,0.0,0.0,1.0,Session Started,0.187,1
9.0,1.0,8493.46,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,13.0,582.08,0.0,0.0,1.0,Session Started,0.047,0
6.0,1.0,721.78,0.0,0.0,1.0,Session Started,0.38,1
1.0,2.0,3843.13,0.0,0.0,1.0,Session Started,0.203,1
2.0,2.0,1280.59,0.0,0.0,1.0,Session Started,0.227,1
1.0,1.0,702.47,0.0,0.0,1.0,Session Started,0.263,0
2.0,5.0,6138.75,0.0,0.0,1.0,Session Started,0.047,0
7.0,1.0,2614.54,0.0,0.0,1.0,Session Started,0.403,0
9.0,2.0,1332.16,0.0,0.0,1.0,Session Started,0.39,0
1.0,2.0,722.98,0.0,0.0,1.0,Session Started,0.203,0
4.0,2.0,9301.45,0.0,0.0,1.0,Session Started,0.273,0
7.0,1.0,1773.02,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
11.0,1.0,5529.55,0.0,0.0,1.0,Session Started,0.497,1
5.0,1.0,3695.63,0.0,0.0,1.0,Session Started,0.357,0
2.0,1.0,1191.87,0.0,0.0,1.0,Session Started,0.287,1
5.0,1.0,1199.48,0.0,0.0,1.0,Session Started,0.357,0
2.0,8.0,5750.56,0.0,0.0,1.0,Session Started,0.047,0
13.0,2.0,5825.58,0.0,0.0,1.0,Session Started,0.483,1
3.0,2.0,402.81,0.0,0.0,1.0,Session Started,0.25,0
7.0,2.0,2806.87,0.0,1.0,0.0,Downgrade Clicked,0.75,0
0.0,1.0,1640.95,0.0,0.0,1.0,Session Started,0.24,0
3.0,2.0,791.03,0.0,0.0,1.0,Session Started,0.25,0
9.0,1.0,2229.2,0.0,0.0,1.0,Session Started,0.45,1
5.0,2.0,614.2,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,2.0,1244.93,0.0,0.0,1.0,Session Started,0.25,0
10.0,2.0,954.53,0.0,0.0,1.0,Session Started,0.413,0
8.0,14.0,1212.17,0.0,0.0,1.0,Session Started,0.187,0
2.0,1.0,1707.55,0.0,0.0,1.0,Session Started,0.287,0
4.0,2.0,802.35,0.0,0.0,1.0,Session Started,0.273,0
3.0,1.0,6364.83,0.0,0.0,1.0,Session Started,0.31,1
5.0,2.0,2682.83,0.0,0.0,1.0,Session Started,0.297,1
2.0,3.0,7598.08,0.0,0.0,1.0,Session Started,0.167,0
2.0,1.0,1590.71,0.0,0.0,1.0,Session Started,0.287,1
10.0,2.0,1165.57,0.0,0.0,1.0,Session Started,0.413,1
10.0,2.0,7381.5,0.0,0.0,1.0,Session Started,0.413,0
8.0,1.0,1138.6,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
13.0,8.0,1567.7,0.0,0.0,1.0,Session Started,0.303,1
7.0,2.0,3216.46,0.0,0.0,1.0,Session Started,0.343,1
8.0,4.0,671.71,0.0,0.0,1.0,Session Started,0.247,0
8.0,2.0,3194.02,0.0,0.0,1.0,Session Started,0.367,0
3.0,8.0,2883.26,0.0,0.0,1.0,Session Started,0.07,0
3.0,1.0,4991.34,0.0,0.0,1.0,Session Started,0.31,0
2.0,2.0,3685.04,0.0,0.0,1.0,Session Started,0.227,0
5.0,3.0,5115.26,0.0,0.0,1.0,Session Started,0.237,0
2.0,2.0,1655.18,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,2.0,906.75,0.0,0.0,1.0,Session Started,0.227,0
4.0,15.0,9778.96,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,2.0,533.07,0.0,0.0,1.0,Session Started,0.25,0
2.0,2.0,577.55,0.0,0.0,1.0,Session Started,0.227,0
8.0,2.0,2841.54,0.0,0.0,1.0,Session Started,0.367,0
9.0,5.0,6634.17,0.0,0.0,1.0,Session Started,0.21,1
1.0,6.0,2104.09,0.0,0.0,1.0,Session Started,0.023,0
0.0,2.0,4021.63,0.0,0.0,1.0,Session Started,0.18,0
2.0,1.0,366.27,0.0,0.0,1.0,Session Started,0.287,0
8.0,1.0,1212.41,0.0,0.0,1.0,Session Started,0.427,0
8.0,2.0,403.77,0.0,0.0,1.0,Session Started,0.367,0
1.0,5.0,3375.6,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
8.0,2.0,524.38,0.0,0.0,1.0,Session Started,0.367,1
1.0,1.0,650.5,0.0,0.0,1.0,Session Started,0.263,0
3.0,1.0,2727.72,0.0,0.0,1.0,Session Started,0.31,1
18.0,2.0,4227.89,0.0,0.0,1.0,Session Started,0.6,0
1.0,5.0,1592.13,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,2853.03,0.0,0.0,1.0,Session Started,0.263,0
3.0,2.0,2780.07,0.0,0.0,1.0,Session Started,0.25,0
5.0,3.0,1521.81,0.0,0.0,1.0,Session Started,0.237,0
10.0,8.0,753.13,0.0,0.0,1.0,Session Started,0.233,0
13.0,1.0,2841.0,0.0,0.0,1.0,Session Started,0.543,1
0.0,8.0,2952.7,0.0,0.0,1.0,Session Started,0.0,0
1.0,2.0,3696.79,0.0,0.0,1.0,Session Started,0.203,0
8.0,3.0,2320.77,0.0,0.0,1.0,Session Started,0.307,0
2.0,1.0,709.95,0.0,0.0,1.0,Session Started,0.287,0
9.0,2.0,3140.92,0.0,0.0,1.0,Session Started,0.39,1
6.0,2.0,1806.05,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,1228.82,0.0,0.0,1.0,Session Started,0.263,0
8.0,2.0,1428.37,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,2.0,1040.85,0.0,0.0,1.0,Session Started,0.203,0
3.0,2.0,3681.5,0.0,0.0,1.0,Session Started,0.25,0
4.0,1.0,581.44,0.0,0.0,1.0,Session Started,0.333,0
3.0,2.0,816.65,0.0,0.0,1.0,Session Started,0.25,0
7.0,1.0,1389.89,0.0,0.0,1.0,Session Started,0.403,1
6.0,8.0,6574.81,0.0,0.0,1.0,Session Started,0.14,0
16.0,12.0,4202.46,0.0,1.0,0.0,Downgrade Clicked,0.75,1
18.0,1.0,486.54,0.0,0.0,1.0,Session Started,0.66,0
3.0,1.0,5329.85,0.0,0.0,1.0,Session Started,0.31,0
1.0,1.0,5321.64,0.0,0.0,1.0,Session Started,0.263,0
7.0,2.0,706.83,0.0,0.0,1.0,Session Started,0.343,0
13.0,7.0,240.53,0.0,0.0,1.0,Session Started,0.303,0
2.0,2.0,1706.54,0.0,0.0,1.0,Session Started,0.227,0
3.0,1.0,4437.91,0.0,0.0,1.0,Session Started,0.31,0
3.0,1.0,6457.58,0.0,0.0,1.0,Session Started,0.31,0
0.0,1.0,900.85,0.0,0.0,1.0,Session Started,0.24,0
7.0,5.0,7343.59,0.0,0.0,1.0,Session Started,0.163,0
2.0,2.0,304.19,0.0,0.0,1.0,Session Started,0.227,0
8.0,2.0,1346.9,0.0,0.0,1.0,Session Started,0.367,0
8.0,1.0,1294.96,0.0,0.0,1.0,Session Started,0.427,0
8.0,8.0,4545.39,0.0,0.0,1.0,Session Started,0.187,0
3.0,2.0,5108.4,0.0,0.0,1.0,Session Started,0.25,0
2.0,5.0,3879.18,0.0,0.0,1.0,Session Started,0.047,0
7.0,7.0,613.73,0.0,0.0,1.0,Session Started,0.163,0
8.0,2.0,3605.07,0.0,0.0,1.0,Session Started,0.367,0
3.0,7.0,2716.86,0.0,0.0,1.0,Session Started,0.07,0
9.0,1.0,474.86,0.0,0.0,1.0,Session Started,0.45,0
1.0,2.0,345.98,0.0,0.0,1.0,Session Started,0.203,0
9.0,1.0,4148.04,0.0,0.0,1.0,Session Started,0.45,0
1.0,2.0,1565.44,0.0,0.0,1.0,Session Started,0.203,0
1.0,1.0,646.68,0.0,0.0,1.0,Session Started,0.263,1
4.0,1.0,1530.67,0.0,0.0,1.0,Session Started,0.333,0
0.0,1.0,2419.3,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,1.0,1692.09,0.0,0.0,1.0,Session Started,0.24,0
0.0,2.0,522.39,0.0,0.0,1.0,Session Started,0.18,0
3.0,2.0,8171.81,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,4037.47,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,15.0,1382.57,0.0,0.0,1.0,Session Started,0.0,0
6.0,9.0,1427.85,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,2410.5,0.0,0.0,1.0,Session Started,0.427,0
1.0,2.0,732.38,0.0,0.0,1.0,Session Started,0.203,0
1.0,2.0,2340.55,0.0,0.0,1.0,Session Started,0.203,0
9.0,3.0,623.54,0.0,0.0,1.0,Session Started,0.33,0
8.0,2.0,1708.84,0.0,0.0,1.0,Session Started,0.367,0
4.0,3.0,709.91,0.0,0.0,1.0,Session Started,0.213,0
8.0,1.0,739.17,0.0,0.0,1.0,Session Started,0.427,0
0.0,2.0,6745.14,0.0,0.0,1.0,Session Started,0.18,0
3.0,3.0,1895.77,0.0,0.0,1.0,Session Started,0.19,0
7.0,2.0,2134.37,0.0,0.0,1.0,Session Started,0.343,1
2.0,5.0,361.73,0.0,1.0,0.0,Downgrade Clicked,0.75,1
7.0,1.0,1121.47,0.0,0.0,1.0,Session Started,0.403,0
3.0,1.0,2614.87,0.0,0.0,1.0,Session Started,0.31,0
7.0,1.0,2111.83,0.0,0.0,1.0,Session Started,0.403,0
3.0,1.0,322.72,0.0,0.0,1.0,Session Started,0.31,1
3.0,1.0,2133.91,0.0,0.0,1.0,Session Started,0.31,1
2.0,2.0,2424.18,0.0,0.0,1.0,Session Started,0.227,0
1.0,2.0,5049.32,0.0,0.0,1.0,Session Started,0.203,0
7.0,2.0,1070.43,0.0,0.0,1.0,Session Started,0.343,1
1.0,2.0,300.77,0.0,0.0,1.0,Session Started,0.203,1
0.0,1.0,814.51,0.0,0.0,1.0,Session Started,0.24,1
1.0,2.0,751.71,0.0,0.0,1.0,Session Started,0.203,0
1.0,1.0,3259.62,0.0,0.0,1.0,Session Started,0.263,0
8.0,6.0,205.74,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,1.0,1263.09,0.0,0.0,1.0,Session Started,0.31,0
15.0,2.0,5656.93,0.0,0.0,1.0,Session Started,0.53,0
1.0,7.0,1818.5,0.0,1.0,0.0,Downgrade Clicked,0.75,1
6.0,2.0,3703.57,0.0,0.0,1.0,Session Started,0.32,1
3.0,2.0,486.17,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,2.0,501.9,0.0,0.0,1.0,Session Started,0.25,0
9.0,1.0,5708.97,0.0,0.0,1.0,Session Started,0.45,0
13.0,2.0,1960.53,0.0,0.0,1.0,Session Started,0.483,0
9.0,7.0,1963.77,0.0,0.0,1.0,Session Started,0.21,0
1.0,12.0,739.13,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,2.0,1959.85,0.0,0.0,1.0,Session Started,0.227,0
6.0,2.0,722.88,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,3.0,4672.72,0.0,0.0,1.0,Session Started,0.167,0
7.0,2.0,16030.76,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,1.0,2662.85,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,1.0,1087.94,0.0,0.0,1.0,Session Started,0.333,0
8.0,1.0,238.19,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,2.0,469.86,0.0,0.0,1.0,Session Started,0.343,0
0.0,1.0,6272.24,0.0,0.0,1.0,Session Started,0.24,0
0.0,1.0,793.65,0.0,0.0,1.0,Session Started,0.24,1
4.0,1.0,1343.9,0.0,0.0,1.0,Session Started,0.333,0
3.0,8.0,3054.16,0.0,0.0,1.0,Session Started,0.07,0
2.0,1.0,5918.46,0.0,0.0,1.0,Session Started,0.287,0
3.0,1.0,1541.22,0.0,0.0,1.0,Session Started,0.31,0
8.0,2.0,1308.02,0.0,0.0,1.0,Session Started,0.367,0
8.0,1.0,1914.66,0.0,0.0,1.0,Session Started,0.427,1
4.0,11.0,1094.32,0.0,0.0,1.0,Session Started,0.093,0
3.0,8.0,1142.47,0.0,0.0,1.0,Session Started,0.07,0
2.0,2.0,2513.68,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,2.0,2096.94,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,2.0,9949.57,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,1.0,2568.5,0.0,0.0,1.0,Session Started,0.333,1
7.0,1.0,4541.06,0.0,0.0,1.0,Session Started,0.403,1
0.0,1.0,767.37,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,1.0,2752.12,0.0,0.0,1.0,Session Started,0.24,0
2.0,2.0,1013.96,0.0,0.0,1.0,Session Started,0.227,1
9.0,1.0,2480.87,0.0,0.0,1.0,Session Started,0.45,0
5.0,1.0,3136.34,0.0,0.0,1.0,Session Started,0.357,0
1.0,2.0,1881.63,0.0,0.0,1.0,Session Started,0.203,0
9.0,2.0,12405.07,0.0,0.0,1.0,Session Started,0.39,0
3.0,1.0,5666.82,0.0,0.0,1.0,Session Started,0.31,1
3.0,1.0,4636.88,0.0,0.0,1.0,Session Started,0.31,1
10.0,1.0,3332.34,0.0,0.0,1.0,Session Started,0.473,1
0.0,1.0,7410.76,0.0,0.0,1.0,Session Started,0.24,0
2.0,4.0,572.74,0.0,0.0,1.0,Session Started,0.107,0
4.0,8.0,5411.2,0.0,0.0,1.0,Session Started,0.093,0
1.0,2.0,818.12,0.0,0.0,1.0,Session Started,0.203,0
7.0,2.0,1151.16,0.0,0.0,1.0,Session Started,0.343,0
2.0,3.0,2833.06,0.0,0.0,1.0,Session Started,0.167,0
1.0,2.0,4849.23,0.0,0.0,1.0,Session Started,0.203,0
1.0,1.0,718.48,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,1.0,1199.86,0.0,0.0,1.0,Session Started,0.31,0
1.0,2.0,1954.77,0.0,0.0,1.0,Session Started,0.203,0
1.0,2.0,1557.61,0.0,1.0,0.0,Downgrade Clicked,0.75,0
9.0,1.0,3580.39,0.0,0.0,1.0,Session Started,0.45,1
2.0,1.0,28246.99,0.0,0.0,1.0,Session Started,0.287,0
3.0,1.0,2528.69,0.0,0.0,1.0,Session Started,0.31,0
0.0,1.0,1004.1,0.0,0.0,1.0,Session Started,0.24,0
3.0,2.0,640.85,0.0,0.0,1.0,Session Started,0.25,1
2.0,2.0,1393.81,0.0,0.0,1.0,Session Started,0.227,0
5.0,2.0,852.18,0.0,0.0,1.0,Session Started,0.297,1
1.0,1.0,2628.16,0.0,0.0,1.0,Session Started,0.263,0
9.0,1.0,2595.72,0.0,0.0,1.0,Session Started,0.45,1
10.0,5.0,1248.21,0.0,0.0,1.0,Session Started,0.233,0
1.0,2.0,8848.15,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,1.0,1003.89,0.0,0.0,1.0,Session Started,0.263,1
1.0,1.0,1643.29,0.0,0.0,1.0,Session Started,0.263,0
5.0,4.0,3014.92,0.0,0.0,1.0,Session Started,0.177,0
1.0,3.0,3690.97,0.0,0.0,1.0,Session Started,0.143,1
