customer_id,mrr,billing_profile,tenure_months,seats,satisfacao,fit_produto,pressao_preco,saude_financeira
CLI_000352,937.69,CLT,5,10,0.7782,0.6816,0.1908,0.601
CLI_000353,4609.29,CLT,1,41,0.6976,0.7853,0.379,0.8852
CLI_000354,6177.95,PJ,2,35,0.669,0.799,0.4896,0.5539
CLI_000355,2363.29,freelancer,1,26,0.5302,0.5398,0.2797,0.576
CLI_000356,2367.43,CLT,50,38,0.6194,0.7096,0.26,0.6515
CLI_000357,2467.34,CLT,67,14,0.4777,0.5202,0.3941,0.8727
CLI_000358,669.92,CLT,1,5,0.6413,0.7752,0.2748,0.6696
CLI_000359,1525.9,freelancer,0,10,0.8972,0.8443,0.3386,0.5321
CLI_000360,1517.17,PJ,36,11,0.6274,0.6077,0.7035,0.5684
CLI_000361,2809.9,PJ,4,18,0.7959,0.8867,0.4052,0.5587
CLI_000362,5708.99,PJ,42,23,0.7884,0.7086,0.29,0.5826
CLI_000363,535.22,CLT,49,4,0.7252,0.8553,0.4002,0.7187
CLI_000364,1565.94,freelancer,58,13,0.6262,0.8031,0.2637,0.4959
CLI_000365,9933.56,PJ,10,74,0.5442,0.3724,0.4217,0.5868
CLI_000366,768.83,PJ,22,8,0.7957,0.9055,0.3614,0.5398
CLI_000367,702.34,CLT,24,8,0.3438,0.4881,0.2753,0.8226
CLI_000368,2281.65,freelancer,20,17,0.7194,0.7853,0.5078,0.4624
CLI_000369,4774.49,CLT,12,62,0.899,0.7776,0.5548,0.5516
CLI_000370,1831.96,CLT,17,38,0.5035,0.6219,0.2946,0.6779
CLI_000371,8335.72,PJ,7,85,0.6121,0.8791,0.417,0.5693
CLI_000372,4843.11,PJ,0,22,0.6997,0.6524,0.2598,0.4388
CLI_000373,4760.43,PJ,25,48,0.7934,0.6687,0.4794,0.6945
CLI_000374,3419.45,CLT,7,29,0.7091,0.8173,0.5455,0.8952
CLI_000375,26286.24,PJ,19,144,0.7786,0.9208,0.4415,0.7235
CLI_000376,1428.05,PJ,0,15,0.7006,0.7559,0.2783,0.5822
CLI_000377,200.0,CLT,0,2,0.7506,0.7863,0.0765,0.8862
CLI_000378,11440.24,CLT,2,68,0.473,0.8665,0.5073,0.6399
CLI_000379,1068.11,freelancer,7,8,0.7602,0.9139,0.3813,0.5074
CLI_000380,2046.86,CLT,2,14,0.8527,0.8077,0.4895,0.7126
CLI_000381,8151.71,CLT,9,78,0.9561,0.8433,0.5354,0.739
CLI_000382,286.4,CLT,28,4,0.7755,0.9872,0.0699,0.7824
CLI_000383,428.63,CLT,6,3,0.5356,0.6625,0.1366,0.8371
CLI_000384,286.73,CLT,34,4,0.8248,0.929,0.2082,0.8325
CLI_000385,725.41,freelancer,0,5,0.7488,0.6398,0.2592,0.5401
CLI_000386,2997.64,PJ,2,21,0.89,0.7417,0.2966,0.6801
CLI_000387,3303.76,PJ,21,16,0.8089,0.8473,0.4398,0.5339
CLI_000388,2484.22,PJ,0,22,0.6077,0.6811,0.2727,0.6881
CLI_000389,356.14,PJ,25,1,0.7895,0.7877,0.5173,0.5672
CLI_000390,200.0,CLT,0,2,0.4594,0.285,0.3003,0.7571
CLI_000391,1924.66,PJ,29,40,0.5174,0.4348,0.3175,0.4578
CLI_000392,1050.96,PJ,6,16,0.876,0.8717,0.2471,0.6265
CLI_000393,3066.5,PJ,15,34,0.8607,0.8808,0.4545,0.6463
CLI_000394,4053.14,CLT,43,58,0.8745,0.9904,0.3609,0.6358
CLI_000395,2119.59,PJ,7,15,0.795,0.9049,0.4952,0.6461
CLI_000396,4333.6,CLT,0,43,0.6837,0.6527,0.3298,0.7599
CLI_000397,2353.35,CLT,3,22,0.9779,0.8446,0.4154,0.6083
CLI_000398,3326.16,CLT,2,17,0.657,0.8681,0.4742,0.643
CLI_000399,804.02,PJ,0,9,0.6084,0.6109,0.2447,0.5787
CLI_000400,1470.63,CLT,3,11,0.6201,0.7698,0.3667,0.6382
CLI_000401,2267.18,CLT,29,11,0.5724,0.6318,0.5914,0.7231
CLI_000402,4645.28,CLT,2,71,0.3947,0.5767,0.5737,0.8184
CLI_000403,1149.63,freelancer,10,14,0.7849,0.7915,0.2052,0.3808
CLI_000404,3292.3,freelancer,12,35,0.8659,0.759,0.6534,0.4603
CLI_000405,1331.8,CLT,5,12,0.7155,0.6913,0.3778,0.8371
CLI_000406,1579.44,CLT,12,13,0.5092,0.4991,0.3182,0.648
CLI_000407,4693.56,PJ,47,25,0.8322,0.7676,0.2613,0.6182
CLI_000408,200.0,CLT,0,2,0.9082,0.794,0.1997,0.7216
CLI_000409,407.1,CLT,2,5,0.8912,0.764,0.3641,0.9454
CLI_000410,328.81,CLT,8,3,0.6221,0.7398,0.2007,0.8158
CLI_000411,200.0,PJ,1,2,0.8773,0.8825,0.2442,0.6508
CLI_000412,828.81,CLT,33,10,0.5076,0.315,0.2618,0.6134
CLI_000413,4280.6,CLT,28,37,0.7344,0.8941,0.5336,0.8502
CLI_000414,1302.95,PJ,3,16,0.8064,0.4515,0.1447,0.7068
CLI_000415,2269.83,freelancer,4,13,0.8315,0.6292,0.5123,0.4617
CLI_000416,6327.12,CLT,13,104,0.6886,0.5174,0.4054,0.5923
CLI_000417,8323.51,CLT,17,65,0.904,0.8799,0.523,0.7163
CLI_000418,1669.85,freelancer,7,16,0.2448,0.3389,0.1571,0.4676
CLI_000419,8575.15,CLT,56,53,0.6639,0.7116,0.598,0.5838
CLI_000420,2010.11,PJ,1,15,0.5547,0.6457,0.3544,0.4367
CLI_000421,690.21,freelancer,2,4,0.8278,0.8977,0.2406,0.59
CLI_000422,912.73,PJ,12,7,0.6042,0.6605,0.2209,0.814
CLI_000423,329.44,PJ,0,2,0.8305,0.9182,0.1223,0.5338
CLI_000424,651.09,CLT,13,6,0.6004,0.7179,0.3518,0.6914
CLI_000425,1197.85,PJ,3,6,0.8625,0.8393,0.2512,0.6825
CLI_000426,4555.65,PJ,18,35,0.5747,0.8019,0.4458,0.7082
CLI_000427,13080.6,CLT,6,87,0.7349,0.4303,0.6051,0.5937
CLI_000428,368.89,freelancer,6,4,0.6236,0.6959,0.0836,0.4954
CLI_000429,2840.55,PJ,47,33,0.6248,0.6929,0.2536,0.7334
CLI_000430,546.41,PJ,49,6,0.8386,0.6936,0.0961,0.8527
CLI_000431,3120.98,CLT,67,36,0.8212,0.9251,0.4351,0.6016
CLI_000432,1555.03,CLT,0,6,0.6187,0.3654,0.1576,0.7293
CLI_000433,220.18,freelancer,5,2,0.7682,0.6666,0.3314,0.5575
CLI_000434,5258.19,CLT,10,24,0.6172,0.7063,0.5583,0.7167
CLI_000435,901.67,CLT,2,6,0.6236,0.7986,0.5424,0.9861
CLI_000436,978.49,freelancer,40,9,0.8913,0.7384,0.1945,0.3344
CLI_000437,528.36,CLT,0,3,0.9304,0.9384,0.244,0.9364
CLI_000438,851.99,PJ,8,10,0.7191,0.8346,0.4999,0.5696
CLI_000439,2957.42,PJ,52,16,0.7184,0.8475,0.5262,0.7045
CLI_000440,1454.43,PJ,54,8,0.7506,0.6862,0.3759,0.6146
CLI_000441,2638.49,PJ,1,14,0.7067,0.7198,0.4306,0.5998
CLI_000442,2741.36,CLT,21,24,0.6559,0.5579,0.4237,0.8269
CLI_000443,8256.54,freelancer,0,96,0.5664,0.6202,0.475,0.5145
CLI_000444,1219.01,PJ,22,12,0.689,0.6409,0.664,0.6326
CLI_000445,330.83,PJ,54,2,0.6806,0.7361,0.1839,0.5688
CLI_000446,6169.08,PJ,0,31,0.8257,0.9179,0.5001,0.7335
CLI_000447,1234.95,CLT,2,10,0.8257,0.7897,0.4168,0.6853
CLI_000448,6514.47,CLT,40,136,0.8223,0.7479,0.6053,0.7756
CLI_000449,2809.84,CLT,63,31,0.9033,0.7285,0.2707,0.7306
CLI_000450,1554.94,PJ,13,26,0.8683,0.8443,0.3523,0.758
CLI_000451,2700.23,CLT,15,31,0.8169,0.8587,0.5448,0.7133
CLI_000452,17045.89,CLT,7,95,0.6676,0.6835,0.6028,0.7661
CLI_000453,19703.03,freelancer,48,303,0.8246,0.8847,0.5975,0.3595
CLI_000454,1958.21,CLT,1,20,0.5413,0.6589,0.3593,0.6715
CLI_000455,2173.77,CLT,21,9,0.7477,0.9296,0.6597,0.7954
CLI_000456,6233.39,freelancer,9,85,0.6499,0.667,0.7972,0.592
CLI_000457,683.68,CLT,0,4,0.6118,0.6573,0.1701,0.8193
CLI_000458,2651.9,PJ,42,28,0.7147,0.836,0.2363,0.5367
CLI_000459,1755.06,PJ,0,18,0.8359,0.9099,0.325,0.4833
CLI_000460,2594.1,CLT,3,32,0.7362,0.8324,0.4639,0.6269
CLI_000461,693.41,PJ,68,8,0.7926,0.9129,0.3227,0.6307
CLI_000462,290.61,CLT,1,6,0.6385,0.9235,0.1428,0.7332
CLI_000463,200.0,freelancer,2,1,0.7365,0.6839,0.0701,0.4752
CLI_000464,500.2,CLT,57,4,0.7344,0.8607,0.0775,0.8558
CLI_000465,1066.91,CLT,12,10,0.594,0.7611,0.4343,0.7174
CLI_000466,1290.56,PJ,71,12,0.5464,0.4596,0.4315,0.5841
CLI_000467,16777.87,PJ,57,184,0.5749,0.7768,0.3881,0.6231
CLI_000468,6450.37,PJ,39,61,0.6669,0.7407,0.5419,0.5808
CLI_000469,598.0,freelancer,14,4,0.6759,0.67,0.4258,0.4081
CLI_000470,2696.92,freelancer,0,23,0.6916,0.7305,0.3589,0.4481
CLI_000471,1132.13,CLT,0,8,0.6701,0.8213,0.2738,0.6876
CLI_000472,1303.73,CLT,32,12,0.4213,0.5605,0.3888,0.7142
CLI_000473,2237.52,CLT,5,23,0.5348,0.6995,0.4845,0.7624
CLI_000474,3685.08,freelancer,54,25,0.4321,0.6672,0.3823,0.4148
CLI_000475,1223.97,CLT,15,11,0.893,0.8745,0.5593,0.7787
CLI_000476,6145.22,PJ,71,64,0.6315,0.6447,0.4281,0.9347
CLI_000477,486.27,CLT,19,5,0.429,0.6011,0.3998,0.8212
CLI_000478,1821.27,CLT,0,50,0.7612,0.8888,0.2533,0.7404
CLI_000479,35858.1,PJ,3,329,0.5309,0.3805,0.4905,0.5163
CLI_000480,2336.81,PJ,6,14,0.6789,0.6427,0.5992,0.54
CLI_000481,9397.48,freelancer,18,90,0.5949,0.791,0.5042,0.3739
CLI_000482,2008.71,CLT,14,22,0.4807,0.6493,0.2858,0.6294
CLI_000483,3525.91,PJ,0,37,0.4864,0.5062,0.2745,0.6683
CLI_000484,1693.75,freelancer,6,14,0.6867,0.7286,0.3552,0.3916
CLI_000485,1486.28,CLT,0,12,0.6175,0.4749,0.3585,0.5202
CLI_000486,737.74,PJ,28,6,0.8224,0.8827,0.1026,0.7548
CLI_000487,2965.64,CLT,3,24,0.6096,0.5785,0.3815,0.5662
CLI_000488,679.08,CLT,52,4,0.8678,0.7166,0.3225,0.7399
CLI_000489,3887.12,CLT,16,31,0.7374,0.8672,0.4651,0.6242
CLI_000490,6298.58,PJ,15,37,0.5934,0.64,0.4431,0.7237
CLI_000491,2755.93,freelancer,12,26,0.8767,0.9308,0.2599,0.4873
CLI_000492,1300.9,CLT,2,12,0.4933,0.3778,0.3763,0.8997
CLI_000493,3047.45,PJ,1,16,0.6967,0.5627,0.3676,0.5576
CLI_000494,1267.78,freelancer,9,11,0.6697,0.3734,0.2093,0.5015
CLI_000495,5302.21,CLT,2,30,0.556,0.584,0.3493,0.6524
CLI_000496,220.06,CLT,0,2,0.8863,0.8228,0.3046,0.6297
CLI_000497,1229.12,CLT,21,7,0.9635,0.9777,0.2833,0.7489
CLI_000498,200.0,CLT,11,2,0.837,0.9173,0.3701,0.8987
CLI_000499,323.98,CLT,2,3,0.7129,0.8773,0.3309,0.5013
