customer_id,data_cobranca,tenure_months,day_of_month,day_of_week,hour_of_day,invoice_amount,avg_ticket,ciclo,gateway_error_code,metodo_pagamento,payment_history_score,failure_count_90d,attempt_count,ltv_estimated,recovered
CLI_000181,2026-06-10,68,10,2,18,2326.89,1988.12,mensal,insufficient_funds,pix_automatico,0.62,1,1,10702.71,0
CLI_000181,2026-07-19,68,19,6,13,2326.89,1988.12,mensal,insufficient_funds,pix_automatico,0.62,1,1,10702.71,0
CLI_000181,2026-08-08,68,8,5,23,2326.89,1988.12,mensal,limit_exceeded,pix_automatico,0.62,2,1,10702.71,0
CLI_000181,2026-08-24,68,24,0,17,2086.74,1988.12,proporcional,insufficient_funds,pix_automatico,0.62,3,1,10702.71,1
CLI_000181,2026-09-14,68,14,0,12,534.44,1988.12,proporcional,insufficient_funds,pix_automatico,0.62,3,1,10702.71,1
CLI_000185,2026-04-06,8,6,0,18,10573.64,10573.64,mensal,insufficient_funds,pix_automatico,0.5,0,1,10573.64,1
CLI_000185,2026-04-16,8,16,3,5,10573.64,10573.64,mensal,insufficient_funds,pix_automatico,0.5,1,2,10573.64,0
CLI_000185,2026-04-21,8,21,1,23,10573.64,10573.64,mensal,insufficient_funds,pix_automatico,0.5,2,2,10573.64,0
CLI_000185,2026-05-09,8,9,5,23,10573.64,10573.64,mensal,limit_exceeded,pix_automatico,0.5,3,1,10573.64,0
CLI_000185,2026-05-13,8,13,2,17,10573.64,10573.64,mensal,limit_exceeded,pix_automatico,0.5,4,2,10573.64,0
CLI_000185,2026-06-24,8,24,2,16,10573.64,10573.64,mensal,insufficient_funds,pix_automatico,0.5,5,1,10573.64,0
CLI_000185,2026-07-08,8,8,2,9,10573.64,10573.64,mensal,processing_error,pix_automatico,0.5,5,1,10573.64,1
CLI_000191,2026-04-04,9,4,5,14,1470.79,1470.79,mensal,insufficient_funds,pix_automatico,0.56,0,1,1470.79,1
CLI_000191,2026-05-01,9,1,4,18,1470.79,1470.79,mensal,insufficient_funds,pix_automatico,0.56,1,1,1470.79,0
CLI_000191,2026-09-06,9,6,6,10,1470.79,1470.79,mensal,processing_error,pix_automatico,0.56,0,1,1470.79,1
CLI_000193,2026-05-01,6,1,4,18,9707.57,9707.57,mensal,processing_error,pix_automatico,0.304,0,1,9707.57,0
CLI_000193,2026-05-16,6,16,5,15,9707.57,9707.57,mensal,authorization_revoked,pix_automatico,0.304,1,1,9707.57,0
CLI_000193,2026-05-25,6,25,0,11,9707.57,9707.57,mensal,insufficient_funds,pix_automatico,0.304,2,2,9707.57,0
CLI_000193,2026-09-02,6,2,2,13,9707.57,9707.57,mensal,processing_error,pix_automatico,0.304,0,1,9707.57,0
CLI_000198,2026-04-18,26,18,5,11,1797.42,1797.42,mensal,limit_exceeded,pix_automatico,0.674,0,1,3479.01,1
CLI_000198,2026-07-16,26,16,3,17,1797.42,1797.42,mensal,authorization_revoked,pix_automatico,0.674,1,1,3479.01,0
CLI_000198,2026-08-13,26,13,3,22,1797.42,1797.42,mensal,processing_error,pix_automatico,0.674,1,1,3479.01,1
CLI_000198,2026-08-23,26,23,6,10,1797.42,1797.42,mensal,limit_exceeded,pix_automatico,0.674,2,2,3479.01,0
CLI_000198,2026-09-09,26,9,2,21,1797.42,1797.42,mensal,authorization_revoked,pix_automatico,0.674,3,1,3479.01,0
CLI_000204,2026-06-26,4,26,4,20,200.0,200.0,mensal,limit_exceeded,pix_automatico,0.56,0,1,200.0,1
CLI_000204,2026-07-21,4,21,1,23,200.0,200.0,mensal,insufficient_funds,pix_automatico,0.56,1,1,200.0,0
CLI_000207,2026-04-20,1,20,0,0,318.66,242.41,proporcional,insufficient_funds,pix_automatico,0.581,0,1,318.66,1
CLI_000207,2026-07-24,1,24,4,23,166.16,242.41,proporcional,insufficient_funds,pix_automatico,0.581,0,1,166.16,0
CLI_000210,2026-04-16,0,16,3,23,5183.77,5093.26,mensal,authorization_revoked,pix_automatico,0.422,0,1,5183.77,0
CLI_000210,2026-05-12,0,12,1,12,5183.77,5093.26,mensal,authorization_revoked,pix_automatico,0.422,1,1,5183.77,0
CLI_000210,2026-06-13,0,13,5,9,5183.77,5093.26,mensal,limit_exceeded,pix_automatico,0.422,2,1,5183.77,0
CLI_000210,2026-08-13,0,13,3,22,5183.77,5093.26,mensal,generic_decline,pix_automatico,0.422,1,1,5183.77,0
CLI_000210,2026-08-15,0,15,5,17,4640.73,5093.26,proporcional,limit_exceeded,pix_automatico,0.422,2,2,4640.73,0
CLI_000210,2026-09-06,0,6,6,17,5183.77,5093.26,mensal,limit_exceeded,pix_automatico,0.422,3,1,5183.77,0
CLI_000211,2026-04-16,1,16,3,12,99.99,246.66,proporcional,insufficient_funds,pix_automatico,0.711,0,1,99.99,1
CLI_000211,2026-08-25,1,25,1,12,393.33,246.66,mensal,processing_error,pix_automatico,0.711,0,1,393.33,0
CLI_000212,2026-06-06,0,6,5,15,1872.87,1872.87,mensal,insufficient_funds,boleto,0.426,0,1,1872.87,0
CLI_000212,2026-06-09,0,9,1,16,1872.87,1872.87,mensal,processing_error,boleto,0.426,1,2,1872.87,0
CLI_000212,2026-08-14,0,14,4,17,1872.87,1872.87,mensal,insufficient_funds,boleto,0.426,2,1,1872.87,0
CLI_000212,2026-08-30,0,30,6,22,1872.87,1872.87,mensal,processing_error,boleto,0.426,3,1,1872.87,0
CLI_000213,2026-06-15,45,15,0,13,1036.09,1036.09,mensal,insufficient_funds,pix_automatico,0.69,0,1,3593.94,0
CLI_000213,2026-06-24,45,24,2,12,1036.09,1036.09,mensal,insufficient_funds,pix_automatico,0.69,1,2,3593.94,1
CLI_000213,2026-08-24,45,24,0,18,1036.09,1036.09,mensal,processing_error,pix_automatico,0.69,2,1,3593.94,1
CLI_000213,2026-09-14,45,14,0,19,1036.09,1036.09,mensal,limit_exceeded,pix_automatico,0.69,2,1,3593.94,1
CLI_000218,2026-07-06,3,6,0,22,1513.71,4238.39,mensal,insufficient_funds,pix_automatico,0.331,0,1,1513.71,1
CLI_000218,2026-08-06,3,6,3,8,1513.71,4238.39,mensal,insufficient_funds,pix_automatico,0.331,1,1,1513.71,0
CLI_000218,2026-09-01,3,1,1,21,1513.71,4238.39,mensal,processing_error,pix_automatico,0.331,2,1,1513.71,0
CLI_000218,2026-09-14,3,14,0,1,15137.1,4238.39,anual,insufficient_funds,pix_automatico,0.331,3,2,15137.1,0
CLI_000218,2026-09-14,3,14,0,1,1513.71,4238.39,mensal,insufficient_funds,pix_automatico,0.331,4,3,1513.71,0
CLI_000223,2026-05-13,2,13,2,17,519.55,519.55,mensal,insufficient_funds,pix_automatico,0.629,0,1,519.55,1
CLI_000223,2026-08-22,2,22,5,20,519.55,519.55,mensal,insufficient_funds,pix_automatico,0.629,0,1,519.55,0
CLI_000225,2026-04-16,7,16,3,0,2350.69,2350.69,mensal,generic_decline,pix_automatico,0.425,0,1,2350.69,0
CLI_000225,2026-06-15,7,15,0,10,2350.69,2350.69,mensal,insufficient_funds,pix_automatico,0.425,1,1,2350.69,1
CLI_000232,2026-07-09,15,9,3,20,2599.17,2599.17,mensal,authorization_revoked,boleto,0.517,0,1,2842.84,0
CLI_000232,2026-07-25,15,25,5,12,2599.17,2599.17,mensal,limit_exceeded,boleto,0.517,1,1,2842.84,0
CLI_000235,2026-04-23,68,23,3,8,852.12,3384.5,mensal,limit_exceeded,pix_automatico,0.757,0,1,18219.89,1
CLI_000235,2026-04-30,68,30,3,14,852.12,3384.5,mensal,authorization_revoked,pix_automatico,0.757,1,2,18219.89,0
CLI_000235,2026-05-06,68,6,2,23,8521.2,3384.5,anual,insufficient_funds,pix_automatico,0.757,2,3,18219.89,0
CLI_000235,2026-05-25,68,25,0,16,8521.2,3384.5,anual,limit_exceeded,pix_automatico,0.757,3,1,18219.89,0
CLI_000235,2026-06-04,68,4,3,12,708.21,3384.5,proporcional,insufficient_funds,pix_automatico,0.757,4,2,18219.89,1
CLI_000235,2026-07-08,68,8,2,9,852.12,3384.5,mensal,limit_exceeded,pix_automatico,0.757,5,1,18219.89,0
CLI_000240,2026-04-20,19,20,0,0,659.58,446.87,mensal,limit_exceeded,pix_automatico,0.666,0,1,659.58,0
CLI_000240,2026-04-24,19,24,4,0,234.16,446.87,proporcional,insufficient_funds,pix_automatico,0.666,1,2,623.82,0
CLI_000243,2026-04-03,56,3,4,10,334.59,283.85,mensal,limit_exceeded,pix_automatico,0.798,0,1,1249.57,1
CLI_000243,2026-05-08,56,8,4,14,131.62,283.85,proporcional,authorization_revoked,pix_automatico,0.798,1,1,1249.57,0
CLI_000243,2026-07-23,56,23,3,4,334.59,283.85,mensal,processing_error,pix_automatico,0.798,1,1,1249.57,1
CLI_000243,2026-09-14,56,14,0,20,334.59,283.85,mensal,limit_exceeded,pix_automatico,0.798,1,1,1249.57,0
CLI_000247,2026-09-08,42,8,1,16,14949.76,14949.76,mensal,insufficient_funds,boleto,0.733,0,1,48138.23,0
CLI_000248,2026-05-08,41,8,4,12,51063.6,44667.13,mensal,insufficient_funds,pix_automatico,0.569,0,1,140149.32,1
CLI_000248,2026-06-03,41,3,2,13,51063.6,44667.13,mensal,insufficient_funds,pix_automatico,0.569,1,1,140149.32,1
CLI_000248,2026-07-05,41,5,6,19,51063.6,44667.13,mensal,authorization_revoked,pix_automatico,0.569,2,1,140149.32,0
CLI_000248,2026-07-09,41,9,3,0,25477.73,44667.13,proporcional,limit_exceeded,pix_automatico,0.569,3,2,140149.32,1
CLI_000249,2026-04-12,48,12,6,15,469.98,1879.92,mensal,insufficient_funds,pix_automatico,0.783,0,1,6993.3,1
CLI_000249,2026-06-16,48,16,1,19,469.98,1879.92,mensal,limit_exceeded,pix_automatico,0.783,1,1,6993.3,1
CLI_000249,2026-08-16,48,16,6,17,4699.8,1879.92,anual,authorization_revoked,pix_automatico,0.783,1,1,6993.3,0
CLI_000250,2026-04-04,0,4,5,17,459.65,942.44,proporcional,generic_decline,pix_automatico,0.6,0,1,459.65,0
CLI_000250,2026-06-02,0,2,1,14,1183.83,942.44,mensal,insufficient_funds,pix_automatico,0.6,1,1,1183.83,0
CLI_000250,2026-07-17,0,17,4,10,1183.83,942.44,mensal,generic_decline,pix_automatico,0.6,1,1,1183.83,0
CLI_000251,2026-04-24,6,24,4,15,2677.9,2677.9,mensal,insufficient_funds,pix_automatico,0.502,0,1,2677.9,1
CLI_000251,2026-06-04,6,4,3,20,2677.9,2677.9,mensal,authorization_revoked,pix_automatico,0.502,1,1,2677.9,0
CLI_000251,2026-06-17,6,17,2,13,2677.9,2677.9,mensal,insufficient_funds,pix_automatico,0.502,2,2,2677.9,0
CLI_000251,2026-07-04,6,4,5,14,2677.9,2677.9,mensal,limit_exceeded,pix_automatico,0.502,3,1,2677.9,0
CLI_000256,2026-04-03,33,3,4,18,2980.9,2980.9,mensal,insufficient_funds,pix_automatico,0.636,0,1,7418.71,0
CLI_000256,2026-06-07,33,7,6,9,2980.9,2980.9,mensal,authorization_revoked,pix_automatico,0.636,1,1,7418.71,0
CLI_000256,2026-07-13,33,13,0,17,2980.9,2980.9,mensal,insufficient_funds,pix_automatico,0.636,1,1,7418.71,0
CLI_000267,2026-04-28,43,28,1,4,2709.5,7586.6,mensal,authorization_revoked,pix_automatico,0.65,0,1,25055.8,0
CLI_000267,2026-05-04,43,4,0,15,27095.0,7586.6,anual,insufficient_funds,pix_automatico,0.65,1,2,27095.0,1
CLI_000267,2026-05-19,43,19,1,0,2709.5,7586.6,mensal,generic_decline,pix_automatico,0.65,2,1,25055.8,1
CLI_000267,2026-07-13,43,13,0,11,2709.5,7586.6,mensal,processing_error,pix_automatico,0.65,3,1,25055.8,0
CLI_000267,2026-07-16,43,16,3,0,2709.5,7586.6,mensal,authorization_revoked,pix_automatico,0.65,4,2,25055.8,0
CLI_000269,2026-04-16,45,16,3,22,1808.22,1808.22,mensal,insufficient_funds,boleto,0.679,0,1,6272.26,1
CLI_000269,2026-06-12,45,12,4,14,1808.22,1808.22,mensal,insufficient_funds,boleto,0.679,1,1,6272.26,1
CLI_000269,2026-09-04,45,4,4,14,1808.22,1808.22,mensal,insufficient_funds,boleto,0.679,1,1,6272.26,0
CLI_000273,2026-04-08,5,8,2,13,200732.5,53502.47,anual,processing_error,pix_automatico,0.588,0,1,200732.5,0
CLI_000273,2026-05-06,5,6,2,23,20073.25,53502.47,mensal,insufficient_funds,pix_automatico,0.588,1,1,20073.25,1
CLI_000273,2026-05-25,5,25,0,23,20073.25,53502.47,mensal,insufficient_funds,pix_automatico,0.588,2,1,20073.25,1
CLI_000273,2026-06-03,5,3,2,19,6560.09,53502.47,proporcional,insufficient_funds,pix_automatico,0.588,3,2,19134.56,1
CLI_000273,2026-06-30,5,30,1,11,20073.25,53502.47,mensal,generic_decline,pix_automatico,0.588,4,1,20073.25,1
CLI_000276,2026-05-02,55,2,5,15,514.98,692.6,proporcional,limit_exceeded,pix_automatico,0.815,0,1,2989.24,1
CLI_000276,2026-05-12,55,12,1,8,751.81,692.6,mensal,insufficient_funds,pix_automatico,0.815,1,2,2989.24,0
CLI_000276,2026-08-31,55,31,0,21,751.81,692.6,mensal,limit_exceeded,pix_automatico,0.815,0,1,2989.24,0
CLI_000276,2026-09-06,55,6,6,18,751.81,692.6,mensal,insufficient_funds,pix_automatico,0.815,1,2,2989.24,1
CLI_000285,2026-06-13,43,13,5,0,1051.26,1051.26,mensal,limit_exceeded,pix_automatico,0.696,0,1,3471.93,1
CLI_000287,2026-06-17,0,17,2,15,1920.49,1920.49,mensal,limit_exceeded,pix_automatico,0.469,0,1,1920.49,0
CLI_000287,2026-08-01,0,1,5,21,1920.49,1920.49,mensal,insufficient_funds,pix_automatico,0.469,1,1,1920.49,0
CLI_000289,2026-08-15,0,15,5,23,1605.18,1605.18,mensal,limit_exceeded,pix_automatico,0.541,0,1,1605.18,0
CLI_000289,2026-08-18,0,18,1,22,1605.18,1605.18,mensal,generic_decline,pix_automatico,0.541,1,2,1605.18,0
CLI_000290,2026-04-24,55,24,4,13,1353.2,1353.2,mensal,authorization_revoked,pix_automatico,0.686,0,1,5840.37,1
CLI_000290,2026-05-09,55,9,5,0,1353.2,1353.2,mensal,insufficient_funds,pix_automatico,0.686,1,1,5840.37,1
CLI_000290,2026-06-06,55,6,5,18,1353.2,1353.2,mensal,limit_exceeded,pix_automatico,0.686,2,1,5840.37,0
CLI_000290,2026-06-16,55,16,1,22,1353.2,1353.2,mensal,limit_exceeded,pix_automatico,0.686,3,2,5840.37,0
CLI_000290,2026-06-22,55,22,0,6,1353.2,1353.2,mensal,generic_decline,pix_automatico,0.686,4,2,5840.37,0
CLI_000290,2026-07-16,55,16,3,17,1353.2,1353.2,mensal,insufficient_funds,pix_automatico,0.686,5,1,5840.37,0
CLI_000290,2026-08-22,55,22,5,16,1353.2,1353.2,mensal,insufficient_funds,pix_automatico,0.686,4,1,5840.37,0
CLI_000296,2026-04-26,16,26,6,16,2541.2,2541.2,mensal,authorization_revoked,pix_automatico,0.567,0,1,2970.38,1
CLI_000296,2026-07-09,16,9,3,16,2541.2,2541.2,mensal,generic_decline,pix_automatico,0.567,1,1,2970.38,0
CLI_000296,2026-07-22,16,22,2,18,2541.2,2541.2,mensal,generic_decline,pix_automatico,0.567,2,2,2970.38,1
CLI_000296,2026-08-02,16,2,6,18,2541.2,2541.2,mensal,insufficient_funds,pix_automatico,0.567,2,2,2970.38,1
CLI_000299,2026-06-14,3,14,6,15,2636.47,8568.53,mensal,insufficient_funds,boleto,0.361,0,1,2636.47,1
CLI_000299,2026-06-18,3,18,3,16,2636.47,8568.53,mensal,insufficient_funds,boleto,0.361,1,2,2636.47,1
CLI_000299,2026-07-27,3,27,0,15,2636.47,8568.53,mensal,authorization_revoked,boleto,0.361,2,1,2636.47,0
CLI_000299,2026-09-14,3,14,0,10,26364.7,8568.53,anual,authorization_revoked,boleto,0.361,2,1,26364.7,0
CLI_000301,2026-06-07,6,7,6,22,309.84,309.84,mensal,generic_decline,pix_automatico,0.394,0,1,309.84,0
CLI_000301,2026-06-24,6,24,2,22,309.84,309.84,mensal,limit_exceeded,pix_automatico,0.394,1,1,309.84,0
CLI_000301,2026-08-25,6,25,1,9,309.84,309.84,mensal,insufficient_funds,pix_automatico,0.394,2,1,309.84,1
CLI_000301,2026-08-25,6,25,1,8,309.84,309.84,mensal,processing_error,pix_automatico,0.394,3,2,309.84,1
CLI_000301,2026-08-31,6,31,0,19,309.84,309.84,mensal,processing_error,pix_automatico,0.394,4,3,309.84,0
CLI_000303,2026-06-01,6,1,0,22,12391.7,8674.19,anual,authorization_revoked,boleto,0.566,0,1,12391.7,0
CLI_000303,2026-07-20,6,20,0,13,12391.7,8674.19,anual,insufficient_funds,boleto,0.566,1,1,12391.7,1
CLI_000303,2026-09-14,6,14,0,15,1239.17,8674.19,mensal,insufficient_funds,boleto,0.566,1,1,3729.9,0
CLI_000305,2026-06-04,5,4,3,18,538.7,538.7,mensal,authorization_revoked,pix_automatico,0.486,0,1,538.7,0
CLI_000305,2026-06-17,5,17,2,22,538.7,538.7,mensal,processing_error,pix_automatico,0.486,1,2,538.7,1
CLI_000305,2026-07-06,5,6,0,9,538.7,538.7,mensal,processing_error,pix_automatico,0.486,2,1,538.7,0
CLI_000306,2026-07-08,0,8,2,18,1230.75,6769.12,mensal,processing_error,pix_automatico,0.624,0,1,1230.75,1
CLI_000306,2026-08-10,0,10,0,14,12307.5,6769.12,anual,insufficient_funds,pix_automatico,0.624,1,1,12307.5,1
CLI_000309,2026-04-01,7,1,2,10,13255.37,30297.99,mensal,limit_exceeded,pix_automatico,0.549,0,1,15228.95,0
CLI_000309,2026-04-01,7,1,2,18,132553.7,30297.99,anual,insufficient_funds,pix_automatico,0.549,1,2,132553.7,1
CLI_000309,2026-04-18,7,18,5,12,13255.37,30297.99,mensal,limit_exceeded,pix_automatico,0.549,2,1,15228.95,1
CLI_000309,2026-05-04,7,4,0,15,13255.37,30297.99,mensal,processing_error,pix_automatico,0.549,3,1,15228.95,0
CLI_000309,2026-05-08,7,8,4,11,13255.37,30297.99,mensal,authorization_revoked,pix_automatico,0.549,4,2,15228.95,0
CLI_000309,2026-05-24,7,24,6,18,13255.37,30297.99,mensal,authorization_revoked,pix_automatico,0.549,5,1,15228.95,0
CLI_000309,2026-07-28,7,28,1,10,13255.37,30297.99,mensal,insufficient_funds,pix_automatico,0.549,3,1,15228.95,1
CLI_000310,2026-04-22,4,22,2,10,7002.51,14434.24,mensal,insufficient_funds,pix_automatico,0.495,0,1,7002.51,0
CLI_000310,2026-05-05,4,5,1,10,7002.51,14434.24,mensal,generic_decline,pix_automatico,0.495,1,2,7002.51,0
CLI_000310,2026-05-15,4,15,4,16,7002.51,14434.24,mensal,insufficient_funds,pix_automatico,0.495,2,2,7002.51,0
CLI_000310,2026-05-17,4,17,6,20,3433.72,14434.24,proporcional,limit_exceeded,pix_automatico,0.495,3,3,4121.78,0
CLI_000310,2026-05-24,4,24,6,0,7002.51,14434.24,mensal,insufficient_funds,pix_automatico,0.495,4,3,7002.51,0
CLI_000310,2026-05-28,4,28,3,20,70025.1,14434.24,anual,processing_error,pix_automatico,0.495,5,4,70025.1,1
CLI_000310,2026-06-12,4,12,4,11,7002.51,14434.24,mensal,insufficient_funds,pix_automatico,0.495,6,1,7002.51,0
CLI_000310,2026-07-22,4,22,2,12,7002.51,14434.24,mensal,processing_error,pix_automatico,0.495,6,1,7002.51,0
CLI_000311,2026-09-14,45,14,0,22,2995.75,2995.75,mensal,insufficient_funds,boleto,0.5,0,1,10391.51,1
CLI_000314,2026-05-24,21,24,6,10,4685.31,4685.31,mensal,limit_exceeded,pix_automatico,0.605,0,1,7256.37,1
CLI_000314,2026-05-31,21,31,6,17,4685.31,4685.31,mensal,processing_error,pix_automatico,0.605,1,2,7256.37,1
CLI_000314,2026-06-19,21,19,4,21,4685.31,4685.31,mensal,processing_error,pix_automatico,0.605,2,1,7256.37,0
CLI_000317,2026-04-06,59,6,0,20,696.5,569.88,proporcional,authorization_revoked,pix_automatico,0.804,0,1,2657.14,1
CLI_000317,2026-09-14,59,14,0,16,443.25,569.88,proporcional,authorization_revoked,pix_automatico,0.804,0,1,2657.14,0
CLI_000323,2026-07-08,64,8,2,16,1602.85,2945.26,proporcional,insufficient_funds,pix_automatico,0.828,0,1,14922.65,1
CLI_000323,2026-09-14,64,14,0,16,4287.67,2945.26,mensal,insufficient_funds,pix_automatico,0.828,1,1,14922.65,0
CLI_000325,2026-08-20,50,20,3,17,4189.73,4189.73,mensal,insufficient_funds,pix_automatico,0.763,0,1,16293.39,1
CLI_000325,2026-09-13,50,13,6,21,4189.73,4189.73,mensal,insufficient_funds,pix_automatico,0.763,1,1,16293.39,0
CLI_000330,2026-05-15,1,15,4,12,10279.56,8774.98,mensal,limit_exceeded,pix_automatico,0.414,0,1,10279.56,1
CLI_000330,2026-06-01,1,1,0,21,10279.56,8774.98,mensal,insufficient_funds,pix_automatico,0.414,1,1,10279.56,0
CLI_000330,2026-07-18,1,18,5,2,10279.56,8774.98,mensal,authorization_revoked,pix_automatico,0.414,2,1,10279.56,0
CLI_000330,2026-09-05,1,5,5,13,4261.26,8774.98,proporcional,insufficient_funds,pix_automatico,0.414,1,1,4261.26,0
CLI_000334,2026-06-22,41,22,0,8,1877.51,1877.51,mensal,authorization_revoked,boleto,0.608,0,1,5890.95,0
CLI_000334,2026-07-17,41,17,4,20,1877.51,1877.51,mensal,authorization_revoked,boleto,0.608,1,1,5890.95,0
CLI_000334,2026-08-15,41,15,5,19,1877.51,1877.51,mensal,processing_error,boleto,0.608,2,1,5890.95,0
CLI_000337,2026-04-07,4,7,1,7,25884.4,13837.76,anual,insufficient_funds,pix_automatico,0.558,0,1,25884.4,0
CLI_000337,2026-04-10,4,10,4,8,2588.44,13837.76,mensal,insufficient_funds,pix_automatico,0.558,1,2,3951.45,0
CLI_000337,2026-04-28,4,28,1,0,993.8,13837.76,proporcional,insufficient_funds,pix_automatico,0.558,2,1,3951.45,1
CLI_000337,2026-08-12,4,12,2,23,25884.4,13837.76,anual,authorization_revoked,pix_automatico,0.558,0,1,25884.4,0
CLI_000338,2026-05-12,67,12,1,15,6826.78,6826.78,mensal,processing_error,pix_automatico,0.857,0,1,36210.38,1
CLI_000340,2026-04-16,66,16,3,14,200.0,176.4,mensal,authorization_revoked,pix_automatico,0.626,0,1,921.69,0
CLI_000340,2026-04-18,66,18,5,23,200.0,176.4,mensal,authorization_revoked,pix_automatico,0.626,1,2,921.69,1
CLI_000340,2026-05-18,66,18,0,17,200.0,176.4,mensal,limit_exceeded,pix_automatico,0.626,2,1,921.69,0
CLI_000340,2026-06-29,66,29,0,17,105.58,176.4,proporcional,generic_decline,pix_automatico,0.626,3,1,921.69,0
CLI_000342,2026-04-05,6,5,6,14,1964.2,1786.8,mensal,authorization_revoked,pix_automatico,0.309,0,1,1964.2,0
CLI_000342,2026-05-27,6,27,2,22,1964.2,1786.8,mensal,insufficient_funds,pix_automatico,0.309,1,1,1964.2,0
CLI_000342,2026-08-09,6,9,6,18,1964.2,1786.8,mensal,processing_error,pix_automatico,0.309,1,1,1964.2,0
CLI_000342,2026-08-17,6,17,0,15,1254.59,1786.8,proporcional,insufficient_funds,pix_automatico,0.309,2,2,1254.59,1
CLI_000343,2026-04-24,5,24,4,21,2910.19,2910.19,mensal,generic_decline,pix_automatico,0.612,0,1,2910.19,0
CLI_000343,2026-06-16,5,16,1,15,2910.19,2910.19,mensal,insufficient_funds,pix_automatico,0.612,1,1,2910.19,0
CLI_000343,2026-08-04,5,4,1,13,2910.19,2910.19,mensal,limit_exceeded,pix_automatico,0.612,1,1,2910.19,0
CLI_000348,2026-04-16,2,16,3,23,108.06,878.74,proporcional,insufficient_funds,boleto,0.617,0,1,124.98,1
CLI_000348,2026-05-18,2,18,0,15,247.27,878.74,proporcional,processing_error,boleto,0.617,1,1,247.27,1
CLI_000348,2026-05-25,2,25,0,17,226.72,878.74,proporcional,insufficient_funds,boleto,0.617,2,2,226.72,0
CLI_000348,2026-06-19,2,19,4,17,2932.9,878.74,anual,insufficient_funds,boleto,0.617,3,1,2932.9,1
CLI_000354,2026-05-17,2,17,6,20,6177.95,5809.97,mensal,authorization_revoked,boleto,0.429,0,1,6177.95,1
CLI_000354,2026-05-25,2,25,0,11,3970.08,5809.97,proporcional,insufficient_funds,boleto,0.429,1,2,3970.08,0
CLI_000354,2026-06-18,2,18,3,14,6177.95,5809.97,mensal,authorization_revoked,boleto,0.429,2,1,6177.95,0
CLI_000354,2026-07-01,2,1,2,19,6177.95,5809.97,mensal,processing_error,boleto,0.429,3,2,6177.95,1
CLI_000354,2026-07-10,2,10,4,15,6177.95,5809.97,mensal,insufficient_funds,boleto,0.429,4,2,6177.95,0
CLI_000354,2026-09-14,2,14,0,15,6177.95,5809.97,mensal,generic_decline,boleto,0.429,3,1,6177.95,0
CLI_000360,2026-05-21,36,21,3,11,1517.17,1517.17,mensal,limit_exceeded,pix_automatico,0.604,0,1,4141.87,1
CLI_000360,2026-06-23,36,23,1,12,1517.17,1517.17,mensal,insufficient_funds,pix_automatico,0.604,1,1,4141.87,0
CLI_000360,2026-07-04,36,4,5,16,1517.17,1517.17,mensal,authorization_revoked,pix_automatico,0.604,2,2,4141.87,0
CLI_000360,2026-08-03,36,3,0,0,1517.17,1517.17,mensal,insufficient_funds,pix_automatico,0.604,3,1,4141.87,0
CLI_000362,2026-08-22,42,22,5,15,57089.9,57089.9,anual,limit_exceeded,pix_automatico,0.614,0,1,183829.48,0
CLI_000364,2026-06-27,58,27,5,17,1565.94,1565.94,mensal,limit_exceeded,boleto,0.671,0,1,7165.05,0
CLI_000364,2026-08-25,58,25,1,14,1565.94,1565.94,mensal,authorization_revoked,boleto,0.671,1,1,7165.05,0
CLI_000365,2026-04-07,10,7,1,18,99335.6,19149.86,anual,insufficient_funds,boleto,0.462,0,1,99335.6,0
CLI_000365,2026-05-01,10,1,4,14,9300.94,19149.86,proporcional,processing_error,boleto,0.462,1,1,13830.45,0
CLI_000365,2026-05-12,10,12,1,16,9933.56,19149.86,mensal,authorization_revoked,boleto,0.462,2,2,13830.45,0
CLI_000365,2026-05-20,10,20,2,6,4110.83,19149.86,proporcional,insufficient_funds,boleto,0.462,3,2,13830.45,1
CLI_000365,2026-05-29,10,29,4,14,9933.56,19149.86,mensal,processing_error,boleto,0.462,4,2,13830.45,0
CLI_000365,2026-07-10,10,10,4,22,9933.56,19149.86,mensal,limit_exceeded,boleto,0.462,4,1,13830.45,1
CLI_000365,2026-07-24,10,24,4,17,9933.56,19149.86,mensal,insufficient_funds,boleto,0.462,5,1,13830.45,0
CLI_000365,2026-08-09,10,9,6,9,9933.56,19149.86,mensal,insufficient_funds,boleto,0.462,5,1,13830.45,0
CLI_000365,2026-09-11,10,11,4,6,9933.56,19149.86,mensal,insufficient_funds,boleto,0.462,3,1,13830.45,1
CLI_000372,2026-06-05,0,5,4,16,4843.11,4843.11,mensal,insufficient_funds,pix_automatico,0.377,0,1,4843.11,1
CLI_000372,2026-06-23,0,23,1,14,4843.11,4843.11,mensal,authorization_revoked,pix_automatico,0.377,1,1,4843.11,0
CLI_000372,2026-06-26,0,26,4,12,4843.11,4843.11,mensal,authorization_revoked,pix_automatico,0.377,2,2,4843.11,0
CLI_000372,2026-07-10,0,10,4,18,4843.11,4843.11,mensal,insufficient_funds,pix_automatico,0.377,3,1,4843.11,0
CLI_000372,2026-07-12,0,12,6,16,4843.11,4843.11,mensal,insufficient_funds,pix_automatico,0.377,4,2,4843.11,1
CLI_000372,2026-08-30,0,30,6,0,4843.11,4843.11,mensal,insufficient_funds,pix_automatico,0.377,5,1,4843.11,1
