customer_id,days_since_last,features_used_30d,mrr,evento_cancelamento,evento_downgrade,evento_sessao,event,risk_regra,churn
CLI_030456,0.0,5.0,3510.79,0.0,1.0,0.0,Downgrade Clicked,0.75,0
CLI_030456,0.0,8.0,3510.79,0.0,0.0,1.0,Session Started,0.0,0
CLI_030456,3.0,9.0,3510.79,0.0,0.0,1.0,Session Started,0.07,0
CLI_014809,9.0,2.0,2443.36,0.0,0.0,1.0,Session Started,0.39,0
CLI_014809,4.0,4.0,2443.36,0.0,0.0,1.0,Session Started,0.153,0
CLI_014809,4.0,3.0,2443.36,0.0,0.0,1.0,Session Started,0.213,0
CLI_110176,0.0,9.0,1622.71,0.0,0.0,1.0,Session Started,0.0,0
CLI_110176,0.0,11.0,1622.71,0.0,1.0,0.0,Downgrade Clicked,0.75,0
CLI_100925,5.0,5.0,1806.67,0.0,0.0,1.0,Session Started,0.117,0
CLI_100925,8.0,4.0,1806.67,0.0,0.0,1.0,Session Started,0.247,0
CLI_100925,10.0,7.0,1806.67,0.0,0.0,1.0,Session Started,0.233,0
CLI_100925,10.0,6.0,1806.67,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_100925,7.0,4.0,1806.67,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_100925,7.0,5.0,1806.67,0.0,0.0,1.0,Session Started,0.163,0
CLI_100925,6.0,7.0,1806.67,0.0,0.0,1.0,Session Started,0.14,0
CLI_100925,6.0,6.0,1806.67,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_014829,0.0,10.0,414.86,0.0,0.0,1.0,Session Started,0.0,0
CLI_014829,2.0,10.0,414.86,0.0,0.0,1.0,Session Started,0.047,0
CLI_014829,2.0,10.0,414.86,0.0,0.0,1.0,Session Started,0.047,0
CLI_106912,4.0,3.0,262.09,0.0,0.0,1.0,Session Started,0.213,0
CLI_106912,5.0,1.0,262.09,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_106912,4.0,1.0,262.09,0.0,0.0,1.0,Session Started,0.333,1
CLI_106912,2.0,3.0,262.09,0.0,1.0,0.0,Downgrade Clicked,0.75,0
CLI_106912,5.0,2.0,262.09,0.0,0.0,1.0,Session Started,0.297,1
CLI_039914,0.0,6.0,3288.77,0.0,0.0,1.0,Session Started,0.0,0
CLI_039914,3.0,8.0,3288.77,0.0,0.0,1.0,Session Started,0.07,0
CLI_071536,0.0,11.0,1090.47,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_072327,8.0,9.0,4207.78,0.0,1.0,0.0,Downgrade Clicked,0.75,0
CLI_072327,5.0,9.0,4207.78,0.0,0.0,1.0,Session Started,0.117,0
CLI_072327,4.0,9.0,4207.78,0.0,0.0,1.0,Session Started,0.093,0
CLI_072327,6.0,8.0,4207.78,0.0,0.0,1.0,Session Started,0.14,0
CLI_094552,0.0,9.0,654.33,0.0,0.0,1.0,Session Started,0.0,0
CLI_094552,0.0,9.0,654.33,0.0,0.0,1.0,Session Started,0.0,0
CLI_048880,0.0,8.0,1259.35,0.0,0.0,1.0,Session Started,0.0,0
CLI_048880,4.0,11.0,1259.35,0.0,0.0,1.0,Session Started,0.093,0
CLI_102254,2.0,4.0,312.42,0.0,0.0,1.0,Session Started,0.107,0
CLI_111776,10.0,10.0,1416.94,0.0,0.0,1.0,Session Started,0.233,0
CLI_111776,8.0,9.0,1416.94,0.0,0.0,1.0,Session Started,0.187,0
CLI_111776,9.0,11.0,1416.94,0.0,0.0,1.0,Session Started,0.21,0
CLI_111776,8.0,12.0,1416.94,0.0,0.0,1.0,Session Started,0.187,0
CLI_077287,1.0,10.0,787.03,0.0,0.0,1.0,Session Started,0.023,0
CLI_077287,4.0,11.0,787.03,0.0,0.0,1.0,Session Started,0.093,0
CLI_052604,2.0,9.0,476.34,0.0,0.0,1.0,Session Started,0.047,0
CLI_052604,3.0,8.0,476.34,0.0,0.0,1.0,Session Started,0.07,0
CLI_066248,7.0,11.0,753.9,0.0,0.0,1.0,Session Started,0.163,0
CLI_066248,6.0,9.0,753.9,0.0,0.0,1.0,Session Started,0.14,0
CLI_066248,6.0,9.0,753.9,0.0,0.0,1.0,Session Started,0.14,0
CLI_044192,0.0,0.0,1598.35,0.0,0.0,1.0,Session Started,0.3,0
CLI_081672,0.0,9.0,1151.74,0.0,0.0,1.0,Session Started,0.0,0
CLI_081672,0.0,11.0,1151.74,0.0,0.0,1.0,Session Started,0.0,0
CLI_081672,0.0,8.0,1151.74,0.0,0.0,1.0,Session Started,0.0,0
CLI_081672,1.0,12.0,1151.74,0.0,0.0,1.0,Session Started,0.023,0
CLI_081672,0.0,8.0,1151.74,0.0,0.0,1.0,Session Started,0.0,0
CLI_081672,0.0,12.0,1151.74,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_081672,1.0,9.0,1151.74,0.0,0.0,1.0,Session Started,0.023,0
CLI_081672,0.0,12.0,1151.74,0.0,0.0,1.0,Session Started,0.0,0
CLI_101659,6.0,11.0,286.29,0.0,0.0,1.0,Session Started,0.14,0
CLI_101659,6.0,10.0,286.29,0.0,0.0,1.0,Session Started,0.14,0
CLI_101659,10.0,10.0,286.29,0.0,0.0,1.0,Session Started,0.233,0
CLI_056823,3.0,8.0,3653.65,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_056823,0.0,7.0,3653.65,0.0,0.0,1.0,Session Started,0.0,0
CLI_084953,0.0,9.0,2170.35,0.0,0.0,1.0,Session Started,0.0,0
CLI_084953,1.0,9.0,2170.35,0.0,0.0,1.0,Session Started,0.023,0
CLI_047127,0.0,5.0,2927.0,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_047127,0.0,2.0,2927.0,0.0,0.0,1.0,Session Started,0.18,0
CLI_047127,0.0,3.0,2927.0,0.0,0.0,1.0,Session Started,0.12,0
CLI_047127,3.0,2.0,2927.0,0.0,0.0,1.0,Session Started,0.25,0
CLI_031510,5.0,10.0,377.87,0.0,0.0,1.0,Session Started,0.117,0
CLI_031510,9.0,8.0,377.87,0.0,0.0,1.0,Session Started,0.21,0
CLI_031510,8.0,6.0,377.87,0.0,0.0,1.0,Session Started,0.187,1
CLI_031510,5.0,7.0,377.87,0.0,0.0,1.0,Session Started,0.117,1
CLI_037583,3.0,11.0,5386.55,0.0,0.0,1.0,Session Started,0.07,0
CLI_035186,4.0,8.0,720.83,0.0,0.0,1.0,Session Started,0.093,0
CLI_035186,2.0,7.0,720.83,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_035186,1.0,9.0,720.83,0.0,0.0,1.0,Session Started,0.023,0
CLI_051305,1.0,10.0,1727.35,0.0,0.0,1.0,Session Started,0.023,0
CLI_051305,1.0,10.0,1727.35,0.0,0.0,1.0,Session Started,0.023,0
CLI_051305,3.0,12.0,1727.35,0.0,0.0,1.0,Session Started,0.07,0
CLI_114181,3.0,9.0,265.34,0.0,0.0,1.0,Session Started,0.07,0
CLI_114181,0.0,10.0,265.34,0.0,0.0,1.0,Session Started,0.0,0
CLI_114181,0.0,9.0,265.34,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_114181,3.0,7.0,265.34,0.0,0.0,1.0,Session Started,0.07,0
CLI_063380,0.0,7.0,1467.44,0.0,0.0,1.0,Session Started,0.0,0
CLI_063380,2.0,8.0,1467.44,0.0,0.0,1.0,Session Started,0.047,0
CLI_063380,2.0,6.0,1467.44,0.0,0.0,1.0,Session Started,0.047,0
CLI_050235,3.0,10.0,2000.78,0.0,0.0,1.0,Session Started,0.07,0
CLI_050235,4.0,10.0,2000.78,0.0,0.0,1.0,Session Started,0.093,0
CLI_050235,6.0,8.0,2000.78,0.0,0.0,1.0,Session Started,0.14,0
CLI_090876,0.0,10.0,200.0,0.0,0.0,1.0,Session Started,0.0,0
CLI_090876,2.0,11.0,200.0,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_059849,0.0,5.0,11330.23,0.0,0.0,1.0,Session Started,0.0,0
CLI_059849,0.0,5.0,11330.23,0.0,0.0,1.0,Session Started,0.0,1
CLI_059849,0.0,7.0,11330.23,0.0,0.0,1.0,Session Started,0.0,0
CLI_059849,0.0,6.0,11330.23,0.0,0.0,1.0,Session Started,0.0,0
CLI_052556,3.0,7.0,853.38,0.0,0.0,1.0,Session Started,0.07,0
CLI_052556,3.0,7.0,853.38,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_052556,5.0,12.0,853.38,0.0,0.0,1.0,Session Started,0.117,1
CLI_063309,3.0,6.0,4293.27,0.0,0.0,1.0,Session Started,0.07,0
CLI_063309,0.0,5.0,4293.27,0.0,0.0,1.0,Session Started,0.0,0
CLI_101117,5.0,5.0,1056.11,0.0,0.0,1.0,Session Started,0.117,0
CLI_101117,8.0,1.0,1056.11,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_101117,5.0,5.0,1056.11,0.0,0.0,1.0,Session Started,0.117,0
CLI_007348,0.0,9.0,3335.11,0.0,0.0,1.0,Session Started,0.0,0
CLI_007348,0.0,9.0,3335.11,0.0,0.0,1.0,Session Started,0.0,0
CLI_007348,0.0,10.0,3335.11,0.0,0.0,1.0,Session Started,0.0,0
CLI_007348,0.0,12.0,3335.11,0.0,0.0,1.0,Session Started,0.0,0
CLI_007348,1.0,12.0,3335.11,0.0,0.0,1.0,Session Started,0.023,0
CLI_059965,0.0,9.0,264.82,0.0,0.0,1.0,Session Started,0.0,0
CLI_059965,2.0,10.0,264.82,0.0,0.0,1.0,Session Started,0.047,0
CLI_069948,2.0,9.0,4665.92,0.0,0.0,1.0,Session Started,0.047,0
CLI_069948,0.0,9.0,4665.92,0.0,0.0,1.0,Session Started,0.0,0
CLI_069948,3.0,9.0,4665.92,0.0,0.0,1.0,Session Started,0.07,0
CLI_069948,3.0,9.0,4665.92,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
CLI_111628,2.0,7.0,2405.28,0.0,1.0,0.0,Downgrade Clicked,0.75,0
CLI_111628,0.0,11.0,2405.28,0.0,0.0,1.0,Session Started,0.0,0
CLI_111628,2.0,8.0,2405.28,0.0,0.0,1.0,Session Started,0.047,0
CLI_019916,26.0,5.0,3437.81,0.0,0.0,1.0,Session Started,0.607,0
CLI_019916,26.0,4.0,3437.81,0.0,0.0,1.0,Session Started,0.667,0
CLI_019916,26.0,4.0,3437.81,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_019916,26.0,3.0,3437.81,0.0,0.0,1.0,Session Started,0.727,1
CLI_022680,21.0,7.0,2748.12,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_022680,17.0,7.0,2748.12,0.0,0.0,1.0,Session Started,0.397,1
CLI_022680,20.0,8.0,2748.12,0.0,0.0,1.0,Session Started,0.467,1
CLI_102038,3.0,10.0,905.27,0.0,0.0,1.0,Session Started,0.07,0
CLI_102038,2.0,9.0,905.27,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_102038,0.0,7.0,905.27,0.0,0.0,1.0,Session Started,0.0,0
CLI_021828,3.0,8.0,2772.64,0.0,0.0,1.0,Session Started,0.07,0
CLI_021828,5.0,7.0,2772.64,0.0,0.0,1.0,Session Started,0.117,0
CLI_021828,3.0,9.0,2772.64,0.0,0.0,1.0,Session Started,0.07,0
CLI_019093,5.0,9.0,808.4,0.0,0.0,1.0,Session Started,0.117,0
CLI_019093,6.0,9.0,808.4,0.0,0.0,1.0,Session Started,0.14,1
CLI_019093,5.0,8.0,808.4,0.0,0.0,1.0,Session Started,0.117,0
CLI_060468,32.0,4.0,1364.65,0.0,0.0,1.0,Session Started,0.807,0
CLI_060468,28.0,4.0,1364.65,0.0,0.0,1.0,Session Started,0.713,1
CLI_031253,0.0,5.0,3432.76,0.0,0.0,1.0,Session Started,0.0,0
CLI_031253,0.0,8.0,3432.76,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_027707,0.0,10.0,6847.67,0.0,0.0,1.0,Session Started,0.0,0
CLI_027707,3.0,8.0,6847.67,0.0,0.0,1.0,Session Started,0.07,0
CLI_027707,0.0,8.0,6847.67,0.0,0.0,1.0,Session Started,0.0,0
CLI_113763,7.0,11.0,10322.48,0.0,0.0,1.0,Session Started,0.163,0
CLI_113763,5.0,11.0,10322.48,0.0,0.0,1.0,Session Started,0.117,0
CLI_113763,7.0,11.0,10322.48,0.0,0.0,1.0,Session Started,0.163,0
CLI_102277,3.0,9.0,26263.98,0.0,0.0,1.0,Session Started,0.07,1
CLI_102277,0.0,8.0,26263.98,0.0,0.0,1.0,Session Started,0.0,0
CLI_102277,3.0,9.0,26263.98,0.0,0.0,1.0,Session Started,0.07,0
CLI_099517,4.0,10.0,756.81,0.0,0.0,1.0,Session Started,0.093,0
CLI_099517,4.0,10.0,756.81,0.0,0.0,1.0,Session Started,0.093,0
CLI_099517,2.0,12.0,756.81,0.0,0.0,1.0,Session Started,0.047,1
CLI_022562,13.0,11.0,2465.61,0.0,0.0,1.0,Session Started,0.303,1
CLI_022562,17.0,12.0,2465.61,0.0,0.0,1.0,Session Started,0.397,0
CLI_022562,14.0,12.0,2465.61,0.0,0.0,1.0,Session Started,0.327,0
CLI_116495,8.0,11.0,551.95,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_116495,7.0,11.0,551.95,0.0,0.0,1.0,Session Started,0.163,0
CLI_083163,0.0,6.0,5080.71,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
CLI_083163,2.0,5.0,5080.71,0.0,0.0,1.0,Session Started,0.047,0
CLI_080392,3.0,10.0,3215.94,0.0,0.0,1.0,Session Started,0.07,1
CLI_080392,4.0,9.0,3215.94,0.0,0.0,1.0,Session Started,0.093,0
CLI_017657,2.0,8.0,5472.13,0.0,0.0,1.0,Session Started,0.047,0
CLI_017657,3.0,8.0,5472.13,0.0,0.0,1.0,Session Started,0.07,0
CLI_017657,3.0,8.0,5472.13,0.0,0.0,1.0,Session Started,0.07,0
CLI_017657,0.0,7.0,5472.13,0.0,0.0,1.0,Session Started,0.0,0
CLI_106800,5.0,5.0,2044.64,0.0,0.0,1.0,Session Started,0.117,0
CLI_106800,7.0,6.0,2044.64,0.0,0.0,1.0,Session Started,0.163,0
CLI_106800,8.0,6.0,2044.64,0.0,0.0,1.0,Session Started,0.187,0
CLI_106800,5.0,6.0,2044.64,0.0,0.0,1.0,Session Started,0.117,0
CLI_106800,6.0,8.0,2044.64,0.0,0.0,1.0,Session Started,0.14,0
CLI_104546,0.0,12.0,1471.42,0.0,0.0,1.0,Session Started,0.0,0
CLI_104546,2.0,12.0,1471.42,0.0,0.0,1.0,Session Started,0.047,1
CLI_104546,0.0,9.0,1471.42,0.0,0.0,1.0,Session Started,0.0,0
CLI_062878,8.0,7.0,40412.79,0.0,0.0,1.0,Session Started,0.187,1
CLI_062878,6.0,6.0,40412.79,0.0,0.0,1.0,Session Started,0.14,0
CLI_106889,13.0,9.0,3446.26,0.0,0.0,1.0,Session Started,0.303,0
CLI_106889,13.0,8.0,3446.26,0.0,0.0,1.0,Session Started,0.303,0
CLI_037527,6.0,2.0,432.3,0.0,0.0,1.0,Session Started,0.32,0
CLI_037527,6.0,2.0,432.3,0.0,0.0,1.0,Session Started,0.32,1
CLI_083488,10.0,9.0,607.44,0.0,0.0,1.0,Session Started,0.233,0
CLI_083488,9.0,7.0,607.44,0.0,0.0,1.0,Session Started,0.21,0
CLI_083488,10.0,7.0,607.44,0.0,0.0,1.0,Session Started,0.233,0
CLI_092812,6.0,8.0,909.18,0.0,1.0,0.0,Downgrade Clicked,0.75,1
CLI_092812,9.0,9.0,909.18,0.0,0.0,1.0,Session Started,0.21,0
CLI_092812,5.0,9.0,909.18,0.0,0.0,1.0,Session Started,0.117,0
CLI_092812,8.0,11.0,909.18,0.0,0.0,1.0,Session Started,0.187,0
CLI_085573,9.0,12.0,2218.86,0.0,0.0,1.0,Session Started,0.21,0
